"統計名：","市区町村データ 基礎データ（オリジナル）"
"表番号：","0000020102"
"表題：","Ｂ　自然環境"
"実施年月：","-","-"
"市区町村時点（年月日）：","-"

"***","調査又は集計していないもの"
"-","データが得られないもの"
"X","数値が秘匿されているもの"

"","","","","/Ｂ　自然環境 コード","B1101","B1102","B1103","B1104","B1105","B1106","B1107","B1201","B120103"
"調査年 コード","調査年","地域 コード","地域","/Ｂ　自然環境","B1101_総面積（北方地域及び竹島を除く）【ｈａ】","B1102_総面積（北方地域及び竹島を含む）【ｈａ】","B1103_可住地面積【ｈａ】","B1104_主要湖沼面積【ｈａ】","B1105_林野面積【ｈａ】","B1106_森林面積【ｈａ】","B1107_森林以外の草生地面積【ｈａ】","B1201_評価総地積（課税対象土地）【ｍ2】","B120103_評価総地積（宅地）【ｍ2】"
"2014100000","2014年度","08226","茨城県 那珂市","","9,782","9,782","8,234","0","1,588","1,585","3","77,917,896","14,528,744"
"2014100000","2014年度","08227","茨城県 筑西市","","20,530","20,530","19,559","0","1,296","1,296","0","166,805,925","29,857,313"
"2014100000","2014年度","08228","茨城県 坂東市","","12,303","12,303","11,065","0","1,174","1,174","0","95,964,791","16,610,357"
"2014100000","2014年度","08229","茨城県 稲敷市","","20,581","20,581","16,117","2,779","1,686","1,634","52","141,520,051","14,472,504"
"2014100000","2014年度","08230","茨城県 かすみがうら市","","15,660","15,660","9,822","3,787","2,784","2,783","1","100,933,965","12,716,175"
"2014100000","2014年度","08231","茨城県 桜川市","","18,006","18,006","10,547","0","7,396","7,396","0","131,739,708","15,369,942"
"2014100000","2014年度","08232","茨城県 神栖市","","14,694","14,694","13,937","236","509","501","8","98,684,350","38,588,524"
"2014100000","2014年度","08233","茨城県 行方市","","22,248","22,248","13,058","5,608","3,549","3,549","0","141,918,332","12,672,305"
"2014100000","2014年度","08234","茨城県 鉾田市","","20,761","20,761","15,152","634","4,966","4,965","1","175,804,437","18,193,558"
"2014100000","2014年度","08235","茨城県 つくばみらい市","","7,916","7,916","7,333","0","570","570","0","60,973,184","10,197,049"
"2014100000","2014年度","08236","茨城県 小美玉市","","14,474","14,474","11,780","498","2,161","2,150","11","116,622,625","16,536,085"
"2014100000","2014年度","08302","茨城県 茨城町","","12,158","12,158","9,694","559","2,115","2,115","0","98,170,227","10,170,041"
"2014100000","2014年度","08309","茨城県 大洗町","","2,374","2,374","1,827","157","396","388","8","14,342,729","3,435,936"
"2014100000","2014年度","08310","茨城県 城里町","","16,180","16,180","6,234","0","9,788","9,737","51","99,197,303","6,784,317"
"2014100000","2014年度","08341","茨城県 東海村","","3,798","3,798","3,299","0","651","651","0","27,072,271","9,533,320"
"2014100000","2014年度","08364","茨城県 大子町","","32,576","32,576","6,791","0","25,932","25,871","61","205,393,829","6,159,167"
"2014100000","2014年度","08442","茨城県 美浦村","","6,661","6,661","2,922","3,261","464","464","0","28,257,596","4,938,215"
"2014100000","2014年度","08443","茨城県 阿見町","","7,140","7,140","5,378","650","1,072","1,071","1","52,410,505","10,492,392"
"2014100000","2014年度","08447","茨城県 河内町","","4,430","4,430","4,430","0","0","0","0","33,324,554","3,294,740"
"2014100000","2014年度","08521","茨城県 八千代町","","5,899","5,899","5,689","0","210","210","0","49,839,291","7,296,442"
"2014100000","2014年度","08542","茨城県 五霞町","","2,311","2,311","2,289","0","22","22","0","14,241,756","3,482,083"
"2014100000","2014年度","08546","茨城県 境町","","4,659","4,659","4,428","0","230","230","0","36,703,964","7,661,639"
"2014100000","2014年度","08564","茨城県 利根町","","2,490","2,490","2,432","0","58","58","0","17,425,659","3,111,853"
"2014100000","2014年度","09201","栃木県 宇都宮市","","41,685","41,685","33,168","0","8,141","8,141","0","292,772,975","74,149,583"
"2014100000","2014年度","09202","栃木県 足利市","","17,776","17,776","9,837","0","7,942","7,942","0","108,879,481","28,592,658"
"2014100000","2014年度","09203","栃木県 栃木市","","33,150","33,150","24,922","0","8,388","8,388","0","219,923,053","38,717,332"
"2014100000","2014年度","09204","栃木県 佐野市","","35,604","35,604","13,754","0","21,828","21,824","4","166,713,052","26,969,501"
"2014100000","2014年度","09205","栃木県 鹿沼市","","49,064","49,064","15,437","0","33,670","33,669","1","212,550,771","23,828,012"
"2014100000","2014年度","09206","栃木県 日光市","","144,983","144,983","23,171","1,190","121,385","121,122","263","220,265,479","21,766,881"
"2014100000","2014年度","09208","栃木県 小山市","","17,176","17,176","16,608","0","553","553","0","129,589,107","29,277,605"
"2014100000","2014年度","09209","栃木県 真岡市","","16,734","16,734","15,221","0","1,467","1,465","2","126,955,350","21,434,208"
"2014100000","2014年度","09210","栃木県 大田原市","","35,436","35,436","20,062","0","15,160","15,160","0","231,818,635","21,600,520"
"2014100000","2014年度","09211","栃木県 矢板市","","17,046","17,046","7,281","0","9,750","9,657","93","95,280,204","8,913,955"
"2014100000","2014年度","09213","栃木県 那須塩原市","","59,274","59,274","21,840","0","37,338","37,299","39","243,621,334","31,898,243"
"2014100000","2014年度","09214","栃木県 さくら市","","12,563","12,563","10,023","0","2,525","2,520","5","103,284,901","11,152,508"
"2014100000","2014年度","09215","栃木県 那須烏山市","","17,435","17,435","9,284","0","8,151","8,151","0","128,410,634","9,351,266"
"2014100000","2014年度","09216","栃木県 下野市","","7,459","7,459","7,150","0","306","306","0","58,920,353","12,411,941"
"2014100000","2014年度","09301","栃木県 上三川町","","5,439","5,439","5,291","0","147","147","0","40,454,255","9,977,981"
"2014100000","2014年度","09342","栃木県 益子町","","8,940","8,940","5,016","0","3,902","3,902","0","57,928,238","6,128,296"
"2014100000","2014年度","09343","栃木県 茂木町","","17,269","17,269","6,158","0","11,084","11,084","0","92,867,542","4,003,447"
"2014100000","2014年度","09344","栃木県 市貝町","","6,425","6,425","3,814","0","2,611","2,611","0","45,895,496","3,821,632"
"2014100000","2014年度","09345","栃木県 芳賀町","","7,016","7,016","6,249","0","797","797","0","56,705,007","6,791,349"
"2014100000","2014年度","09361","栃木県 壬生町","","6,106","6,106","5,696","0","409","409","0","48,138,244","8,882,777"
"2014100000","2014年度","09364","栃木県 野木町","","3,026","3,026","2,808","0","211","211","0","20,869,592","5,035,618"
"2014100000","2014年度","09384","栃木県 塩谷町","","17,606","17,606","6,233","0","11,237","11,203","34","72,251,446","4,490,881"
"2014100000","2014年度","09386","栃木県 高根沢町","","7,087","7,087","6,597","0","466","466","0","56,288,406","7,196,729"
"2014100000","2014年度","09407","栃木県 那須町","","37,234","37,234","15,635","0","21,572","21,505","67","235,457,399","15,925,821"
"2014100000","2014年度","09411","栃木県 那珂川町","","19,278","19,278","6,866","0","12,303","12,255","48","111,130,492","5,829,366"
"2014100000","2014年度","10201","群馬県 前橋市","","31,159","31,159","23,632","0","7,466","7,336","130","184,002,632","62,063,879"
"2014100000","2014年度","10202","群馬県 高崎市","","45,916","45,916","24,604","124","21,364","20,996","368","235,778,100","60,342,068"
"2014100000","2014年度","10203","群馬県 桐生市","","27,445","27,445","7,792","0","19,635","19,618","17","119,305,042","22,270,879"
"2014100000","2014年度","10204","群馬県 伊勢崎市","","13,944","13,944","13,919","0","25","25","0","99,573,153","42,439,493"
"2014100000","2014年度","10205","群馬県 太田市","","17,554","17,554","16,595","0","956","956","0","131,811,300","49,204,131"
"2014100000","2014年度","10206","群馬県 沼田市","","44,346","44,346","10,315","0","34,027","33,822","205","116,132,281","10,595,403"
"2014100000","2014年度","10207","群馬県 館林市","","6,097","6,097","6,053","0","44","44","0","44,794,871","16,113,654"
"2014100000","2014年度","10208","群馬県 渋川市","","24,027","24,027","11,493","0","12,533","12,533","0","136,780,054","20,086,278"
"2014100000","2014年度","10209","群馬県 藤岡市","","18,029","18,029","7,642","0","10,483","10,483","0","108,770,435","14,888,543"
"2014100000","2014年度","10210","群馬県 富岡市","","12,285","12,285","7,648","0","4,638","4,636","2","78,922,438","11,747,101"
"2014100000","2014年度","10211","群馬県 安中市","","27,631","27,631","11,135","0","16,542","16,541","1","119,524,316","15,892,279"
"2014100000","2014年度","10212","群馬県 みどり市","","20,842","20,842","4,228","0","16,658","16,658","0","82,065,696","10,606,099"
"2014100000","2014年度","10344","群馬県 榛東村","","2,792","2,792","1,602","0","1,247","929","318","12,784,311","2,937,833"
"2014100000","2014年度","10345","群馬県 吉岡町","","2,046","2,046","1,695","0","359","349","10","13,987,430","3,853,336"
"2014100000","2014年度","10366","群馬県 上野村","","18,185","18,185","1,161","0","17,020","17,020","0","17,696,376","352,183"
"2014100000","2014年度","10367","群馬県 神流町","","11,460","11,460","1,486","0","10,096","10,096","0","38,649,748","722,349"
"2014100000","2014年度","10382","群馬県 下仁田町","","18,838","18,838","2,754","0","16,861","16,596","265","70,188,825","2,487,942"
"2014100000","2014年度","10383","群馬県 南牧村","","11,883","11,883","1,493","0","10,533","10,533","0","34,872,828","612,933"
"2014100000","2014年度","10384","群馬県 甘楽町","","5,861","5,861","2,850","0","3,189","3,189","0","39,366,941","3,726,548"
"2014100000","2014年度","10421","群馬県 中之条町","","43,928","43,928","7,245","0","36,648","36,129","519","98,319,979","4,689,479"
"2014100000","2014年度","10424","群馬県 長野原町","","13,385","13,385","3,813","0","9,557","9,532","25","59,554,220","7,392,716"
"2014100000","2014年度","10425","群馬県 嬬恋村","","33,758","33,758","9,702","0","24,149","24,095","54","124,952,959","4,099,303"
"2014100000","2014年度","10426","群馬県 草津町","","4,975","4,975","1,959","0","3,032","2,963","69","9,682,438","1,753,537"
"2014100000","2014年度","10428","群馬県 高山村","","6,418","6,418","1,550","0","4,887","4,887","0","34,757,644","1,468,595"
"2014100000","2014年度","10429","群馬県 東吾妻町","","25,391","25,391","6,036","0","19,183","19,182","1","114,563,737","5,088,967"
"2014100000","2014年度","10443","群馬県 片品村","","39,176","39,176","3,780","104","35,933","35,891","42","39,859,260","1,870,513"
"2014100000","2014年度","10444","群馬県 川場村","","8,525","8,525","1,448","0","7,076","7,076","0","16,381,850","1,000,579"
"2014100000","2014年度","10448","群馬県 昭和村","","6,414","6,414","3,822","0","2,436","2,436","0","37,587,526","2,926,149"
"2014100000","2014年度","10449","群馬県 みなかみ町","","78,108","78,108","16,942","0","61,390","61,189","201","121,790,564","6,444,308"
"2014100000","2014年度","10464","群馬県 玉村町","","2,578","2,578","2,559","0","19","19","0","18,570,864","6,935,479"
"2014100000","2014年度","10521","群馬県 板倉町","","4,186","4,186","4,181","0","4","4","0","28,370,133","4,614,116"
"2014100000","2014年度","10522","群馬県 明和町","","1,964","1,964","1,961","0","3","3","0","12,829,284","3,613,118"
"2014100000","2014年度","10523","群馬県 千代田町","","2,173","2,173","2,142","0","29","29","0","14,931,872","4,050,547"
"2014100000","2014年度","10524","群馬県 大泉町","","1,803","1,803","1,801","0","2","2","0","11,736,071","7,904,835"
"2014100000","2014年度","10525","群馬県 邑楽町","","3,111","3,111","3,068","0","40","40","0","25,039,696","7,040,498"
"2014100000","2014年度","11100","埼玉県 さいたま市","","21,743","21,743","21,278","0","461","461","0","147,187,837","77,778,182"
"2014100000","2014年度","11201","埼玉県 川越市","","10,913","10,913","10,520","0","311","311","0","77,506,316","30,931,889"
"2014100000","2014年度","11202","埼玉県 熊谷市","","15,982","15,982","15,474","0","496","496","0","108,981,114","34,541,803"
"2014100000","2014年度","11203","埼玉県 川口市","","6,195","6,195","6,131","0","61","61","0","38,371,726","29,973,100"
"2014100000","2014年度","11206","埼玉県 行田市","","6,749","6,749","6,743","0","16","16","0","49,028,062","14,421,594"
"2014100000","2014年度","11207","埼玉県 秩父市","","57,783","57,783","7,192","0","50,064","50,058","6","151,127,391","11,952,241"
"2014100000","2014年度","11208","埼玉県 所沢市","","7,211","7,211","6,463","0","660","660","0","49,802,764","22,623,362"
"2014100000","2014年度","11209","埼玉県 飯能市","","19,305","19,305","4,603","0","14,605","14,605","0","75,125,756","10,228,603"
"2014100000","2014年度","11210","埼玉県 加須市","","13,330","13,330","13,315","0","15","15","0","98,664,467","24,244,197"
"2014100000","2014年度","11211","埼玉県 本庄市","","8,969","8,969","6,512","0","2,457","2,457","0","60,910,870","15,388,400"
"2014100000","2014年度","11212","埼玉県 東松山市","","6,535","6,535","6,066","0","466","466","0","46,930,766","13,255,405"
"2014100000","2014年度","11214","埼玉県 春日部市","","6,600","6,600","6,538","0","58","58","0","46,965,699","19,310,065"
"2014100000","2014年度","11215","埼玉県 狭山市","","4,899","4,899","4,392","0","486","486","0","34,409,072","13,773,478"
"2014100000","2014年度","11216","埼玉県 羽生市","","5,864","5,864","5,851","0","13","13","0","41,389,315","11,793,122"
"2014100000","2014年度","11217","埼玉県 鴻巣市","","6,744","6,744","6,716","0","24","24","0","49,340,167","14,108,433"
"2014100000","2014年度","11218","埼玉県 深谷市","","13,837","13,837","13,433","0","404","404","0","103,431,051","30,238,099"
"2014100000","2014年度","11219","埼玉県 上尾市","","4,551","4,551","4,336","0","207","207","0","33,119,667","18,039,964"
"2014100000","2014年度","11221","埼玉県 草加市","","2,746","2,746","2,746","0","0","0","0","18,340,627","14,577,025"
"2014100000","2014年度","11222","埼玉県 越谷市","","6,024","6,024","6,015","0","13","13","0","39,818,035","22,999,620"
"2014100000","2014年度","11223","埼玉県 蕨市","","511","511","511","0","0","0","0","3,284,069","2,948,919"
"2014100000","2014年度","11224","埼玉県 戸田市","","1,819","1,819","1,819","0","0","0","0","8,679,345","7,374,073"
"2014100000","2014年度","11225","埼玉県 入間市","","4,469","4,469","3,749","0","706","706","0","31,657,162","13,315,566"
"2014100000","2014年度","11227","埼玉県 朝霞市","","1,834","1,834","1,817","0","17","17","0","10,381,488","6,208,985"
"2014100000","2014年度","11228","埼玉県 志木市","","905","905","905","0","0","0","0","5,179,031","3,752,381"
"2014100000","2014年度","11229","埼玉県 和光市","","1,104","1,104","1,100","0","4","4","0","5,761,896","3,729,091"
"2014100000","2014年度","11230","埼玉県 新座市","","2,278","2,278","2,138","0","129","129","0","15,380,692","9,144,916"
"2014100000","2014年度","11231","埼玉県 桶川市","","2,535","2,535","2,451","0","84","84","0","17,212,340","7,350,206"
"2014100000","2014年度","11232","埼玉県 久喜市","","8,241","8,241","8,218","0","23","23","0","60,539,649","20,839,690"
"2014100000","2014年度","11233","埼玉県 北本市","","1,982","1,982","1,905","0","77","77","0","14,158,622","6,875,021"
"2014100000","2014年度","11234","埼玉県 八潮市","","1,802","1,802","1,802","0","0","0","0","11,267,605","7,623,465"
"2014100000","2014年度","11235","埼玉県 富士見市","","1,977","1,977","1,969","0","8","8","0","13,503,628","5,753,059"
"2014100000","2014年度","11237","埼玉県 三郷市","","3,013","3,013","3,013","0","0","0","0","17,066,837","10,174,769"
"2014100000","2014年度","11238","埼玉県 蓮田市","","2,728","2,728","2,600","0","125","125","0","20,245,605","7,220,460"
"2014100000","2014年度","11239","埼玉県 坂戸市","","4,102","4,102","4,005","0","97","97","0","28,271,461","10,309,352"
"2014100000","2014年度","11240","埼玉県 幸手市","","3,393","3,393","3,392","0","1","1","0","23,755,484","7,615,515"
"2014100000","2014年度","11241","埼玉県 鶴ヶ島市","","1,765","1,765","1,675","0","90","90","0","12,583,811","6,346,029"
"2014100000","2014年度","11242","埼玉県 日高市","","4,748","4,748","3,508","0","1,191","1,191","0","38,403,487","8,598,373"
"2014100000","2014年度","11243","埼玉県 吉川市","","3,166","3,166","3,164","0","2","2","0","20,844,387","6,686,674"
"2014100000","2014年度","11245","埼玉県 ふじみ野市","","1,464","1,464","1,432","0","31","31","0","10,617,620","6,293,377"
"2014100000","2014年度","11246","埼玉県 白岡市","","2,492","2,492","2,456","0","36","36","0","18,627,494","5,959,388"
"2014100000","2014年度","11301","埼玉県 伊奈町","","1,479","1,479","1,404","0","75","75","0","10,655,982","4,441,327"
"2014100000","2014年度","11324","埼玉県 三芳町","","1,533","1,533","1,334","0","143","143","0","12,886,086","4,364,482"
"2014100000","2014年度","11326","埼玉県 毛呂山町","","3,407","3,407","1,935","0","1,459","1,459","0","27,489,177","4,499,286"
"2014100000","2014年度","11327","埼玉県 越生町","","4,039","4,039","1,273","0","2,746","2,746","0","31,219,273","2,266,124"
"2014100000","2014年度","11341","埼玉県 滑川町","","2,968","2,968","2,247","0","777","777","0","21,520,636","3,715,298"
"2014100000","2014年度","11342","埼玉県 嵐山町","","2,992","2,992","2,046","0","945","945","0","22,402,818","3,634,318"
"2014100000","2014年度","11343","埼玉県 小川町","","6,036","6,036","2,687","0","3,307","3,307","0","41,116,101","5,632,769"
"2014100000","2014年度","11346","埼玉県 川島町","","4,163","4,163","4,163","0","0","0","0","27,793,994","5,206,971"
"2014100000","2014年度","11347","埼玉県 吉見町","","3,864","3,864","3,628","0","236","236","0","25,229,458","4,637,930"
"2014100000","2014年度","11348","埼玉県 鳩山町","","2,573","2,573","1,636","0","931","931","0","19,844,959","3,034,273"
"2014100000","2014年度","11349","埼玉県 ときがわ町","","5,590","5,590","1,670","0","3,914","3,914","0","24,238,235","2,821,541"
"2014100000","2014年度","11361","埼玉県 横瀬町","","4,936","4,936","852","0","4,084","4,084","0","32,443,945","1,772,838"
"2014100000","2014年度","11362","埼玉県 皆野町","","6,374","6,374","1,716","0","4,658","4,567","91","44,941,509","2,241,656"
"2014100000","2014年度","11363","埼玉県 長瀞町","","3,043","3,043","885","0","2,158","2,158","0","21,040,642","1,751,372"
"2014100000","2014年度","11365","埼玉県 小鹿野町","","17,126","17,126","2,942","0","14,184","14,184","0","70,384,209","3,137,207"
"2014100000","2014年度","11369","埼玉県 東秩父村","","3,706","3,706","742","0","2,964","2,791","173","13,793,712","546,423"
"2014100000","2014年度","11381","埼玉県 美里町","","3,341","3,341","2,576","0","765","765","0","25,433,590","4,009,358"
"2014100000","2014年度","11383","埼玉県 神川町","","4,740","4,740","2,672","0","2,067","2,067","0","28,748,238","4,427,314"
"2014100000","2014年度","11385","埼玉県 上里町","","2,918","2,918","2,912","0","6","6","0","19,904,260","6,328,745"
"2014100000","2014年度","11408","埼玉県 寄居町","","6,425","6,425","3,921","0","2,420","2,420","0","41,378,761","7,744,637"
"2014100000","2014年度","11442","埼玉県 宮代町","","1,595","1,595","1,567","0","28","28","0","11,904,225","3,711,971"
"2014100000","2014年度","11464","埼玉県 杉戸町","","3,003","3,003","2,999","0","4","4","0","21,678,699","6,158,789"
"2014100000","2014年度","11465","埼玉県 松伏町","","1,620","1,620","1,618","0","2","2","0","10,909,721","3,447,663"
"2014100000","2014年度","12100","千葉県 千葉市","","27,176","27,176","22,087","0","5,819","4,928","891","177,181,198","79,610,711"
"2014100000","2014年度","12202","千葉県 銚子市","","8,419","8,419","6,940","0","1,466","1,462","4","55,399,380","11,762,900"
"2014100000","2014年度","12203","千葉県 市川市","","5,745","5,745","5,604","0","123","123","0","35,057,148","24,676,473"
"2014100000","2014年度","12204","千葉県 船橋市","","8,562","8,562","8,082","0","350","350","0","59,367,738","36,961,462"
"2014100000","2014年度","12205","千葉県 館山市","","11,015","11,015","6,197","0","4,803","4,799","4","63,032,916","10,468,210"
"2014100000","2014年度","12206","千葉県 木更津市","","13,894","13,894","9,567","0","4,339","4,333","6","95,640,877","23,275,031"
"2014100000","2014年度","12207","千葉県 松戸市","","6,138","6,138","5,937","0","188","188","0","41,014,917","27,593,922"
"2014100000","2014年度","12208","千葉県 野田市","","10,355","10,355","9,521","0","768","768","0","70,589,447","23,203,186"
"2014100000","2014年度","12210","千葉県 茂原市","","9,992","9,992","8,305","0","1,703","1,699","4","73,889,494","17,991,822"
"2014100000","2014年度","12211","千葉県 成田市","","21,384","21,384","16,194","206","4,617","4,068","549","166,358,470","23,336,946"
"2014100000","2014年度","12212","千葉県 佐倉市","","10,369","10,369","7,927","261","1,897","1,897","0","75,757,816","19,095,430"
"2014100000","2014年度","12213","千葉県 東金市","","8,912","8,912","7,094","0","1,758","1,758","0","66,327,027","13,220,172"
"2014100000","2014年度","12215","千葉県 旭市","","13,045","13,045","11,715","0","1,285","1,279","6","103,233,592","17,089,498"
"2014100000","2014年度","12216","千葉県 習志野市","","2,097","2,097","2,090","0","7","7","0","12,869,682","10,631,935"
"2014100000","2014年度","12217","千葉県 柏市","","11,474","11,474","10,133","219","743","743","0","77,772,022","32,217,773"
"2014100000","2014年度","12218","千葉県 勝浦市","","9,396","9,396","3,573","0","5,797","5,796","1","60,423,862","5,239,365"
"2014100000","2014年度","12219","千葉県 市原市","","36,817","36,817","23,326","0","13,460","13,440","20","244,773,263","56,014,907"
"2014100000","2014年度","12220","千葉県 流山市","","3,532","3,532","3,271","0","272","272","0","23,411,816","12,442,413"
"2014100000","2014年度","12221","千葉県 八千代市","","5,139","5,139","4,548","3","566","566","0","36,293,249","15,449,702"
"2014100000","2014年度","12222","千葉県 我孫子市","","4,315","4,315","3,993","162","155","155","0","28,010,647","10,219,624"
"2014100000","2014年度","12223","千葉県 鴨川市","","19,114","19,114","7,148","0","11,966","11,962","4","101,387,971","8,108,980"
"2014100000","2014年度","12224","千葉県 鎌ケ谷市","","2,108","2,108","1,971","0","95","95","0","15,329,747","7,192,604"
"2014100000","2014年度","12225","千葉県 君津市","","31,881","31,881","11,127","0","20,661","20,637","24","168,052,317","23,426,930"
"2014100000","2014年度","12226","千葉県 富津市","","20,553","20,553","8,071","0","12,482","12,455","27","106,827,903","13,087,638"
"2014100000","2014年度","12227","千葉県 浦安市","","1,730","1,730","1,730","0","0","0","0","10,777,368","10,084,470"
"2014100000","2014年度","12228","千葉県 四街道市","","3,452","3,452","2,832","0","584","515","69","26,007,643","8,924,656"
"2014100000","2014年度","12229","千葉県 袖ケ浦市","","9,493","9,493","7,542","0","1,997","1,997","0","70,466,767","18,789,551"
"2014100000","2014年度","12230","千葉県 八街市","","7,494","7,494","6,271","0","1,185","1,185","0","62,656,200","11,766,016"
"2014100000","2014年度","12231","千葉県 印西市","","12,379","12,379","9,652","456","1,861","1,861","0","85,638,327","12,196,622"
"2014100000","2014年度","12232","千葉県 白井市","","3,548","3,548","3,007","12","445","445","0","26,729,949","6,575,865"
"2014100000","2014年度","12233","千葉県 富里市","","5,388","5,388","4,672","0","697","697","0","45,292,978","8,851,190"
"2014100000","2014年度","12234","千葉県 南房総市","","23,014","23,014","10,580","0","12,352","12,310","42","137,015,977","10,804,242"
"2014100000","2014年度","12235","千葉県 匝瑳市","","10,152","10,152","8,651","0","1,477","1,464","13","78,508,215","10,081,663"
"2014100000","2014年度","12236","千葉県 香取市","","26,235","26,235","20,810","135","5,136","5,068","68","205,328,525","20,851,250"
"2014100000","2014年度","12237","千葉県 山武市","","14,677","14,677","10,206","0","4,005","3,948","57","110,883,300","14,800,587"
"2014100000","2014年度","12238","千葉県 いすみ市","","15,744","15,744","9,447","0","6,659","6,656","3","119,623,450","13,149,355"
"2014100000","2014年度","12239","千葉県 大網白里市","","5,808","5,808","4,899","0","909","820","89","43,989,041","9,573,811"
"2014100000","2014年度","12322","千葉県 酒々井町","","1,901","1,901","1,433","0","468","465","3","14,302,667","3,048,239"
"2014100000","2014年度","12329","千葉県 栄町","","3,251","3,251","2,898","26","325","325","0","21,449,340","3,521,349"
"2014100000","2014年度","12342","千葉県 神崎町","","1,990","1,990","1,569","0","407","407","0","15,244,120","1,691,839"
"2014100000","2014年度","12347","千葉県 多古町","","7,280","7,280","5,393","0","1,846","1,846","0","62,705,755","5,413,725"
"2014100000","2014年度","12349","千葉県 東庄町","","4,625","4,625","3,915","0","461","461","0","30,906,151","3,519,521"
"2014100000","2014年度","12403","千葉県 九十九里町","","2,445","2,445","2,320","0","100","78","22","17,236,601","4,498,003"
"2014100000","2014年度","12409","千葉県 芝山町","","4,324","4,324","2,919","0","1,249","1,058","191","33,369,394","3,648,701"
"2014100000","2014年度","12410","千葉県 横芝光町","","6,701","6,701","5,644","0","977","859","118","51,118,025","7,822,925"
"2014100000","2014年度","12421","千葉県 一宮町","","2,297","2,297","1,692","0","608","576","32","17,274,919","3,091,662"
"2014100000","2014年度","12422","千葉県 睦沢町","","3,559","3,559","2,221","0","1,327","1,327","0","26,540,333","2,353,614"
"2014100000","2014年度","12423","千葉県 長生村","","2,829","2,829","2,658","0","170","170","0","21,651,209","4,162,321"
"2014100000","2014年度","12424","千葉県 白子町","","2,750","2,750","2,568","0","174","174","0","20,959,302","4,078,712"
"2014100000","2014年度","12426","千葉県 長柄町","","4,711","4,711","2,586","0","2,253","2,253","0","35,268,162","2,626,431"
"2014100000","2014年度","12427","千葉県 長南町","","6,551","6,551","3,449","0","3,063","3,063","0","48,590,138","3,034,139"
"2014100000","2014年度","12441","千葉県 大多喜町","","12,987","12,987","4,113","0","8,872","8,858","14","78,166,617","3,389,749"
"2014100000","2014年度","12443","千葉県 御宿町","","2,486","2,486","1,172","0","1,352","1,312","40","18,010,547","2,244,272"
"2014100000","2014年度","12463","千葉県 鋸南町","","4,519","4,519","1,950","0","2,569","2,568","1","21,699,850","2,005,383"
"2014100000","2014年度","13101","東京都 千代田区","","1,166","1,166","1,166","0","0","0","0","-","-"
"2014100000","2014年度","13102","東京都 中央区","","1,021","1,021","1,021","0","0","0","0","-","-"
"2014100000","2014年度","13103","東京都 港区","","2,037","2,037","2,037","0","0","0","0","-","-"
"2014100000","2014年度","13104","東京都 新宿区","","1,822","1,822","1,822","0","0","0","0","-","-"
"2014100000","2014年度","13105","東京都 文京区","","1,129","1,129","1,129","0","0","0","0","-","-"
"2014100000","2014年度","13106","東京都 台東区","","1,011","1,011","1,011","0","0","0","0","-","-"
"2014100000","2014年度","13107","東京都 墨田区","","1,377","1,377","1,377","0","0","0","0","-","-"
"2014100000","2014年度","13108","東京都 江東区","","4,016","4,016","4,016","0","0","0","0","-","-"
"2014100000","2014年度","13109","東京都 品川区","","2,284","2,284","2,284","0","0","0","0","-","-"
"2014100000","2014年度","13110","東京都 目黒区","","1,467","1,467","1,467","0","0","0","0","-","-"
"2014100000","2014年度","13111","東京都 大田区","","6,066","6,066","6,066","0","0","0","0","-","-"
"2014100000","2014年度","13112","東京都 世田谷区","","5,805","5,805","5,805","0","0","0","0","-","-"
"2014100000","2014年度","13113","東京都 渋谷区","","1,511","1,511","1,511","0","0","0","0","-","-"
"2014100000","2014年度","13114","東京都 中野区","","1,559","1,559","1,559","0","0","0","0","-","-"
"2014100000","2014年度","13115","東京都 杉並区","","3,406","3,406","3,406","0","0","0","0","-","-"
"2014100000","2014年度","13116","東京都 豊島区","","1,301","1,301","1,301","0","0","0","0","-","-"
"2014100000","2014年度","13117","東京都 北区","","2,061","2,061","2,061","0","0","0","0","-","-"
"2014100000","2014年度","13118","東京都 荒川区","","1,016","1,016","1,016","0","0","0","0","-","-"
"2014100000","2014年度","13119","東京都 板橋区","","3,222","3,222","3,222","0","0","0","0","-","-"
"2014100000","2014年度","13120","東京都 練馬区","","4,808","4,808","4,808","0","0","0","0","-","-"
"2014100000","2014年度","13121","東京都 足立区","","5,325","5,325","5,325","0","0","0","0","-","-"
"2014100000","2014年度","13122","東京都 葛飾区","","3,480","3,480","3,480","0","0","0","0","-","-"
"2014100000","2014年度","13123","東京都 江戸川区","","4,990","4,990","4,990","0","0","0","0","-","-"
"2014100000","2014年度","13201","東京都 八王子市","","18,638","18,638","10,651","0","7,828","7,815","13","90,577,092","37,498,034"
"2014100000","2014年度","13202","東京都 立川市","","2,436","2,436","2,417","0","4","4","0","13,877,907","10,559,972"
"2014100000","2014年度","13203","東京都 武蔵野市","","1,098","1,098","1,098","0","0","0","0","6,777,329","6,319,700"
"2014100000","2014年度","13204","東京都 三鷹市","","1,642","1,642","1,640","0","2","2","0","10,377,415","8,612,326"
"2014100000","2014年度","13205","東京都 青梅市","","10,331","10,331","3,809","0","6,464","6,464","0","60,384,576","12,528,552"
"2014100000","2014年度","13206","東京都 府中市","","2,943","2,943","2,935","0","0","0","0","15,106,297","12,925,355"
