"統計名：","市区町村データ 基礎データ（オリジナル）"
"表番号：","0000020102"
"表題：","Ｂ　自然環境"
"実施年月：","-","-"
"市区町村時点（年月日）：","-"

"***","調査又は集計していないもの"
"-","データが得られないもの"
"X","数値が秘匿されているもの"

"","","","","/Ｂ　自然環境 コード","B1101","B1102","B1103","B1104","B1105","B1106","B1107","B1201","B120103"
"調査年 コード","調査年","地域 コード","地域","/Ｂ　自然環境","B1101_総面積（北方地域及び竹島を除く）【ｈａ】","B1102_総面積（北方地域及び竹島を含む）【ｈａ】","B1103_可住地面積【ｈａ】","B1104_主要湖沼面積【ｈａ】","B1105_林野面積【ｈａ】","B1106_森林面積【ｈａ】","B1107_森林以外の草生地面積【ｈａ】","B1201_評価総地積（課税対象土地）【ｍ2】","B120103_評価総地積（宅地）【ｍ2】"
"2014100000","2014年度","20363","長野県 原村","","4,326","4,326","2,355","0","2,004","2,004","0","23,127,698","3,586,915"
"2014100000","2014年度","20382","長野県 辰野町","","16,920","16,920","2,566","0","14,467","14,443","24","47,871,893","4,497,753"
"2014100000","2014年度","20383","長野県 箕輪町","","8,591","8,591","3,105","0","5,540","5,523","17","36,590,185","6,008,512"
"2014100000","2014年度","20384","長野県 飯島町","","8,696","8,696","2,938","0","5,836","5,713","123","26,807,676","3,367,904"
"2014100000","2014年度","20385","長野県 南箕輪村","","4,099","4,099","1,763","0","2,327","2,309","18","15,214,719","3,609,441"
"2014100000","2014年度","20386","長野県 中川村","","7,705","7,705","1,936","0","5,869","5,853","16","34,901,722","1,603,697"
"2014100000","2014年度","20388","長野県 宮田村","","5,450","5,450","1,497","0","3,980","3,961","19","12,699,950","2,356,260"
"2014100000","2014年度","20402","長野県 松川町","","7,279","7,279","2,507","0","4,747","4,687","60","30,193,614","3,817,143"
"2014100000","2014年度","20403","長野県 高森町","","4,536","4,536","2,002","0","2,557","2,557","0","18,922,199","3,223,844"
"2014100000","2014年度","20404","長野県 阿南町","","12,307","12,307","1,869","0","10,910","10,721","189","74,879,682","1,520,106"
"2014100000","2014年度","20407","長野県 阿智村","","21,443","21,443","2,202","0","19,214","19,153","61","64,494,104","2,126,063"
"2014100000","2014年度","20409","長野県 平谷村","","7,737","7,737","315","0","7,491","7,409","82","29,027,873","133,971"
"2014100000","2014年度","20410","長野県 根羽村","","8,997","8,997","823","0","8,543","8,543","0","36,589,802","389,522"
"2014100000","2014年度","20411","長野県 下條村","","3,812","3,812","1,194","0","2,656","2,656","0","27,102,423","1,097,666"
"2014100000","2014年度","20412","長野県 売木村","","4,343","4,343","568","0","3,888","3,882","6","28,460,007","293,633"
"2014100000","2014年度","20413","長野県 天龍村","","10,944","10,944","707","0","10,239","10,239","0","58,736,083","441,489"
"2014100000","2014年度","20414","長野県 泰阜村","","6,459","6,459","864","0","5,729","5,655","74","37,501,013","451,470"
"2014100000","2014年度","20415","長野県 喬木村","","6,661","6,661","1,407","0","5,394","5,394","0","18,345,729","1,427,670"
"2014100000","2014年度","20416","長野県 豊丘村","","7,679","7,679","1,617","0","6,234","6,234","0","28,902,084","1,581,283"
"2014100000","2014年度","20417","長野県 大鹿村","","24,828","24,828","2,560","0","22,367","22,367","0","31,184,233","492,348"
"2014100000","2014年度","20422","長野県 上松町","","16,842","16,842","1,685","0","15,217","15,167","50","25,871,475","874,629"
"2014100000","2014年度","20423","長野県 南木曽町","","21,593","21,593","2,387","0","19,289","19,272","17","39,363,257","1,272,784"
"2014100000","2014年度","20425","長野県 木祖村","","14,050","14,050","1,310","0","12,582","12,536","46","34,217,918","788,607"
"2014100000","2014年度","20429","長野県 王滝村","","31,082","31,082","3,525","0","27,566","27,415","151","13,686,891","381,211"
"2014100000","2014年度","20430","長野県 大桑村","","23,447","23,447","3,222","0","20,329","20,260","69","28,988,324","1,043,047"
"2014100000","2014年度","20432","長野県 木曽町","","47,603","47,603","5,752","0","41,872","41,814","58","203,754,675","4,767,642"
"2014100000","2014年度","20446","長野県 麻績村","","3,438","3,438","1,082","0","2,428","2,407","21","17,328,407","665,732"
"2014100000","2014年度","20448","長野県 生坂村","","3,905","3,905","930","0","3,166","3,166","0","20,046,220","804,726"
"2014100000","2014年度","20450","長野県 山形村","","2,498","2,498","1,215","0","1,286","1,286","0","14,006,882","2,368,749"
"2014100000","2014年度","20451","長野県 朝日村","","7,062","7,062","927","0","6,136","6,125","11","10,662,811","1,249,963"
"2014100000","2014年度","20452","長野県 筑北村","","9,947","9,947","1,580","0","8,405","8,362","43","34,151,527","1,384,854"
"2014100000","2014年度","20481","長野県 池田町","","4,016","4,016","1,856","0","2,278","2,278","0","27,318,234","2,605,379"
"2014100000","2014年度","20482","長野県 松川村","","4,707","4,707","2,132","0","2,647","2,647","0","24,637,895","2,591,428"
"2014100000","2014年度","20485","長野県 白馬村","","18,936","18,936","5,698","0","13,259","13,200","59","60,511,337","4,411,568"
"2014100000","2014年度","20486","長野県 小谷村","","26,791","26,791","3,739","0","23,079","22,618","461","56,653,736","966,905"
"2014100000","2014年度","20521","長野県 坂城町","","5,364","5,364","1,782","0","3,701","3,701","0","26,474,921","3,730,466"
"2014100000","2014年度","20541","長野県 小布施町","","1,912","1,912","1,655","0","261","261","0","11,743,320","2,090,445"
"2014100000","2014年度","20543","長野県 高山村","","9,856","9,856","1,375","0","8,550","8,306","244","40,422,935","1,904,219"
"2014100000","2014年度","20561","長野県 山ノ内町","","26,590","26,590","2,766","0","23,594","22,818","776","59,724,088","3,174,888"
"2014100000","2014年度","20562","長野県 木島平村","","9,932","9,932","1,649","0","8,221","8,025","196","23,216,967","1,364,121"
"2014100000","2014年度","20563","長野県 野沢温泉村","","5,796","5,796","1,042","0","4,894","4,692","202","21,027,955","723,903"
"2014100000","2014年度","20583","長野県 信濃町","","14,930","14,930","3,667","445","10,813","10,719","94","64,397,551","5,131,973"
"2014100000","2014年度","20588","長野県 小川村","","5,811","5,811","1,674","0","4,669","4,627","42","43,186,363","1,107,218"
"2014100000","2014年度","20590","長野県 飯綱町","","7,500","7,500","3,428","0","4,079","4,079","0","55,688,252","4,431,113"
"2014100000","2014年度","20602","長野県 栄村","","27,166","27,166","3,481","0","23,894","23,735","159","50,742,042","619,047"
"2014100000","2014年度","21201","岐阜県 岐阜市","","20,360","20,360","14,384","0","6,064","6,064","0","123,636,185","50,019,907"
"2014100000","2014年度","21202","岐阜県 大垣市","","20,657","20,657","9,784","0","10,876","10,876","0","83,396,810","24,329,509"
"2014100000","2014年度","21203","岐阜県 高山市","","217,761","217,761","26,801","0","190,549","189,603","946","897,517,884","19,189,812"
"2014100000","2014年度","21204","岐阜県 多治見市","","9,125","9,125","4,657","0","4,449","4,449","0","43,606,296","16,877,734"
"2014100000","2014年度","21205","岐阜県 関市","","47,233","47,233","8,914","0","38,235","38,235","0","206,824,438","17,524,075"
"2014100000","2014年度","21206","岐阜県 中津川市","","67,645","67,645","14,771","0","53,024","52,731","293","257,666,668","17,719,369"
"2014100000","2014年度","21207","岐阜県 美濃市","","11,701","11,701","2,474","0","9,234","9,234","0","59,116,106","4,978,434"
"2014100000","2014年度","21208","岐阜県 瑞浪市","","17,486","17,486","5,243","0","12,243","12,229","14","96,579,199","8,265,441"
"2014100000","2014年度","21209","岐阜県 羽島市","","5,366","5,366","5,366","0","0","0","0","33,091,821","11,164,728"
"2014100000","2014年度","21210","岐阜県 恵那市","","50,424","50,424","11,540","0","38,959","38,663","296","256,781,741","13,247,923"
"2014100000","2014年度","21211","岐阜県 美濃加茂市","","7,481","7,481","4,501","0","2,958","2,958","0","43,233,384","10,166,206"
"2014100000","2014年度","21212","岐阜県 土岐市","","11,602","11,602","3,887","0","7,910","7,899","11","45,666,896","11,587,081"
"2014100000","2014年度","21213","岐阜県 各務原市","","8,781","8,781","6,953","0","1,828","1,828","0","49,090,223","20,688,553"
"2014100000","2014年度","21214","岐阜県 可児市","","8,757","8,757","5,233","0","3,375","3,375","0","55,351,569","14,984,321"
"2014100000","2014年度","21215","岐阜県 山県市","","22,198","22,198","3,576","0","18,644","18,644","0","97,811,162","5,764,531"
"2014100000","2014年度","21216","岐阜県 瑞穂市","","2,819","2,819","2,819","0","0","0","0","17,716,934","7,346,667"
"2014100000","2014年度","21217","岐阜県 飛騨市","","79,253","79,253","6,025","0","72,885","72,688","197","265,484,565","5,749,270"
"2014100000","2014年度","21218","岐阜県 本巣市","","37,465","37,465","5,553","0","31,946","31,946","0","109,190,811","7,898,884"
"2014100000","2014年度","21219","岐阜県 郡上市","","103,075","103,075","10,647","0","92,456","92,456","0","398,519,652","10,472,746"
"2014100000","2014年度","21220","岐阜県 下呂市","","85,121","85,121","8,684","0","76,528","76,480","48","444,404,976","7,697,889"
"2014100000","2014年度","21221","岐阜県 海津市","","11,203","11,203","8,171","0","3,031","3,031","0","61,381,521","9,504,861"
"2014100000","2014年度","21302","岐阜県 岐南町","","791","791","791","0","0","0","0","5,578,742","3,558,157"
"2014100000","2014年度","21303","岐阜県 笠松町","","1,030","1,030","1,030","0","0","0","0","5,391,894","2,869,425"
"2014100000","2014年度","21341","岐阜県 養老町","","7,229","7,229","5,401","0","1,829","1,829","0","41,352,991","6,804,316"
"2014100000","2014年度","21361","岐阜県 垂井町","","5,709","5,709","2,414","0","3,291","3,291","0","37,687,566","6,097,769"
"2014100000","2014年度","21362","岐阜県 関ケ原町","","4,928","4,928","1,124","0","3,804","3,804","0","22,081,210","2,058,647"
"2014100000","2014年度","21381","岐阜県 神戸町","","1,878","1,878","1,878","0","0","0","0","12,908,459","3,965,294"
"2014100000","2014年度","21382","岐阜県 輪之内町","","2,233","2,233","2,233","0","0","0","0","14,440,395","2,912,601"
"2014100000","2014年度","21383","岐阜県 安八町","","1,816","1,816","1,816","0","0","0","0","11,472,039","3,224,695"
"2014100000","2014年度","21401","岐阜県 揖斐川町","","80,344","80,344","7,228","0","73,059","73,059","0","204,925,966","5,818,112"
"2014100000","2014年度","21403","岐阜県 大野町","","3,420","3,420","2,871","0","551","551","0","23,960,754","4,844,852"
"2014100000","2014年度","21404","岐阜県 池田町","","3,880","3,880","2,317","0","1,562","1,562","0","20,355,228","4,818,952"
"2014100000","2014年度","21421","岐阜県 北方町","","518","518","518","0","0","0","0","3,474,803","2,174,544"
"2014100000","2014年度","21501","岐阜県 坂祝町","","1,287","1,287","820","0","465","465","0","8,021,951","1,934,433"
"2014100000","2014年度","21502","岐阜県 富加町","","1,682","1,682","1,028","0","654","654","0","11,319,038","1,451,809"
"2014100000","2014年度","21503","岐阜県 川辺町","","4,116","4,116","1,223","0","2,859","2,859","0","23,407,747","2,195,816"
"2014100000","2014年度","21504","岐阜県 七宗町","","9,047","9,047","908","0","8,139","8,138","1","42,643,792","1,005,600"
"2014100000","2014年度","21505","岐阜県 八百津町","","12,879","12,879","2,572","0","10,291","10,291","0","73,249,720","2,873,621"
"2014100000","2014年度","21506","岐阜県 白川町","","23,790","23,790","2,766","0","20,992","20,992","0","167,226,207","2,205,682"
"2014100000","2014年度","21507","岐阜県 東白川村","","8,709","8,709","876","0","7,826","7,826","0","61,338,966","564,796"
"2014100000","2014年度","21521","岐阜県 御嵩町","","5,669","5,669","2,305","0","3,378","3,378","0","27,398,594","4,032,389"
"2014100000","2014年度","21604","岐阜県 白川村","","35,664","35,664","7,939","0","27,122","26,824","298","44,589,391","470,137"
"2014100000","2014年度","22100","静岡県 静岡市","","141,190","141,190","34,135","0","108,788","108,778","10","780,247,768","67,835,799"
"2014100000","2014年度","22130","静岡県 浜松市","","155,806","155,806","48,620","5,332","101,739","101,526","213","637,632,438","102,108,535"
"2014100000","2014年度","22203","静岡県 沼津市","","18,696","18,696","9,239","0","9,363","9,362","1","122,541,666","22,776,182"
"2014100000","2014年度","22205","静岡県 熱海市","","6,178","6,178","2,293","0","3,825","3,760","65","33,948,589","6,943,750"
"2014100000","2014年度","22206","静岡県 三島市","","6,202","6,202","3,824","0","2,378","2,345","33","36,472,233","11,020,905"
"2014100000","2014年度","22207","静岡県 富士宮市","","38,908","38,908","14,057","0","24,766","24,711","55","204,878,569","24,346,369"
"2014100000","2014年度","22208","静岡県 伊東市","","12,410","12,410","5,501","0","6,891","6,891","0","98,200,152","20,407,623"
"2014100000","2014年度","22209","静岡県 島田市","","31,570","31,570","10,617","0","20,818","20,700","118","199,235,740","15,709,879"
"2014100000","2014年度","22210","静岡県 富士市","","24,495","24,495","12,383","0","11,945","11,945","0","126,116,634","38,815,537"
"2014100000","2014年度","22211","静岡県 磐田市","","16,345","16,345","13,643","0","2,712","2,651","61","102,684,276","31,480,581"
"2014100000","2014年度","22212","静岡県 焼津市","","7,031","7,031","6,643","0","387","387","0","45,911,490","21,460,040"
"2014100000","2014年度","22213","静岡県 掛川市","","26,569","26,569","15,215","0","11,277","11,277","0","146,588,842","24,521,812"
"2014100000","2014年度","22214","静岡県 藤枝市","","19,406","19,406","10,149","0","9,257","9,257","0","150,755,085","19,511,915"
"2014100000","2014年度","22215","静岡県 御殿場市","","19,490","19,490","8,453","0","11,019","7,934","3,085","92,099,803","16,312,369"
"2014100000","2014年度","22216","静岡県 袋井市","","10,833","10,833","8,603","0","2,230","2,230","0","71,825,620","17,993,230"
"2014100000","2014年度","22219","静岡県 下田市","","10,471","10,471","2,562","0","7,908","7,908","0","81,784,072","3,646,263"
"2014100000","2014年度","22220","静岡県 裾野市","","13,812","13,812","4,361","0","9,392","8,458","934","75,709,437","9,636,404"
"2014100000","2014年度","22221","静岡県 湖西市","","8,656","8,656","4,945","1,809","1,893","1,877","16","43,643,302","11,110,257"
"2014100000","2014年度","22222","静岡県 伊豆市","","36,397","36,397","6,431","0","29,551","29,455","96","187,243,239","8,038,544"
"2014100000","2014年度","22223","静岡県 御前崎市","","6,556","6,556","4,913","0","1,639","1,639","0","49,679,242","8,550,268"
"2014100000","2014年度","22224","静岡県 菊川市","","9,419","9,419","7,190","0","2,229","2,203","26","72,421,961","10,443,213"
"2014100000","2014年度","22225","静岡県 伊豆の国市","","9,462","9,462","4,247","0","5,203","5,201","2","63,153,878","7,964,618"
"2014100000","2014年度","22226","静岡県 牧之原市","","11,169","11,169","7,870","0","3,275","3,275","0","88,510,058","13,221,310"
"2014100000","2014年度","22301","静岡県 東伊豆町","","7,786","7,786","2,037","0","5,742","5,742","0","38,101,637","2,696,086"
"2014100000","2014年度","22302","静岡県 河津町","","10,074","10,074","1,722","0","8,172","8,169","3","43,246,837","1,568,100"
"2014100000","2014年度","22304","静岡県 南伊豆町","","11,049","11,049","2,514","0","8,535","8,535","0","90,813,228","2,120,074"
"2014100000","2014年度","22305","静岡県 松崎町","","8,521","8,521","1,286","0","7,140","7,140","0","61,509,814","1,241,309"
"2014100000","2014年度","22306","静岡県 西伊豆町","","10,554","10,554","1,265","0","9,296","9,274","22","52,514,979","1,475,438"
"2014100000","2014年度","22325","静岡県 函南町","","6,516","6,516","2,925","0","3,586","3,586","0","36,971,379","6,741,402"
"2014100000","2014年度","22341","静岡県 清水町","","881","881","792","0","89","89","0","5,690,772","3,398,561"
"2014100000","2014年度","22342","静岡県 長泉町","","2,663","2,663","1,588","0","1,054","1,054","0","17,252,472","5,584,988"
"2014100000","2014年度","22344","静岡県 小山町","","13,602","13,602","4,436","0","9,065","9,065","0","60,298,238","5,741,176"
"2014100000","2014年度","22424","静岡県 吉田町","","2,073","2,073","2,043","0","31","31","0","12,604,654","6,662,186"
"2014100000","2014年度","22429","静岡県 川根本町","","49,688","49,688","4,796","0","44,946","44,944","2","111,807,158","1,709,748"
"2014100000","2014年度","22461","静岡県 森町","","13,391","13,391","3,874","0","9,512","9,512","0","48,876,425","4,738,186"
"2014100000","2014年度","23100","愛知県 名古屋市","","32,644","32,644","31,504","0","1,020","1,020","0","184,271,685","148,667,317"
"2014100000","2014年度","23201","愛知県 豊橋市","","26,186","26,186","21,928","0","4,231","4,231","0","176,524,769","51,897,489"
"2014100000","2014年度","23202","愛知県 岡崎市","","38,720","38,720","15,443","0","23,180","23,180","0","181,635,548","42,295,079"
"2014100000","2014年度","23203","愛知県 一宮市","","11,382","11,382","11,382","0","0","0","0","79,155,252","41,885,678"
"2014100000","2014年度","23204","愛知県 瀬戸市","","11,140","11,140","4,825","0","6,257","6,257","0","40,951,041","15,617,166"
"2014100000","2014年度","23205","愛知県 半田市","","4,742","4,742","4,606","0","134","134","0","32,367,167","17,612,047"
"2014100000","2014年度","23206","愛知県 春日井市","","9,278","9,278","7,547","0","1,715","1,715","0","52,064,973","31,644,421"
"2014100000","2014年度","23207","愛知県 豊川市","","16,114","16,114","10,257","0","5,861","5,861","0","93,330,159","25,232,701"
"2014100000","2014年度","23208","愛知県 津島市","","2,509","2,509","2,509","0","0","0","0","18,260,451","7,571,590"
"2014100000","2014年度","23209","愛知県 碧南市","","3,717","3,717","3,717","0","0","0","0","24,416,843","14,413,206"
"2014100000","2014年度","23210","愛知県 刈谷市","","5,039","5,039","4,989","0","50","50","0","33,495,434","16,704,853"
"2014100000","2014年度","23211","愛知県 豊田市","","91,832","91,832","29,276","0","62,553","62,492","61","382,391,932","59,194,218"
"2014100000","2014年度","23212","愛知県 安城市","","8,605","8,605","8,605","0","0","0","0","64,113,888","22,009,130"
"2014100000","2014年度","23213","愛知県 西尾市","","16,122","16,122","13,619","0","2,492","2,492","0","106,520,399","27,969,758"
"2014100000","2014年度","23214","愛知県 蒲郡市","","5,689","5,689","3,959","0","1,726","1,726","0","32,263,423","10,886,778"
"2014100000","2014年度","23215","愛知県 犬山市","","7,490","7,490","4,109","0","3,388","3,388","0","33,901,136","10,209,013"
"2014100000","2014年度","23216","愛知県 常滑市","","5,589","5,589","5,120","0","451","451","0","36,892,659","10,773,522"
"2014100000","2014年度","23217","愛知県 江南市","","3,020","3,020","3,020","0","0","0","0","20,969,629","11,415,975"
"2014100000","2014年度","23219","愛知県 小牧市","","6,281","6,281","5,590","0","678","678","0","39,654,355","21,796,182"
"2014100000","2014年度","23220","愛知県 稲沢市","","7,935","7,935","7,935","0","0","0","0","58,842,964","19,157,792"
"2014100000","2014年度","23221","愛知県 新城市","","49,923","49,923","8,310","0","41,558","41,558","0","167,137,821","11,079,953"
"2014100000","2014年度","23222","愛知県 東海市","","4,343","4,343","4,259","0","85","85","0","31,210,196","21,482,932"
"2014100000","2014年度","23223","愛知県 大府市","","3,366","3,366","3,257","0","104","104","0","23,698,970","10,394,282"
"2014100000","2014年度","23224","愛知県 知多市","","4,590","4,590","4,338","0","252","252","0","32,033,044","15,466,174"
"2014100000","2014年度","23225","愛知県 知立市","","1,631","1,631","1,631","0","0","0","0","11,414,608","6,152,081"
"2014100000","2014年度","23226","愛知県 尾張旭市","","2,103","2,103","1,805","0","294","294","0","10,776,620","7,399,751"
"2014100000","2014年度","23227","愛知県 高浜市","","1,311","1,311","1,311","0","0","0","0","9,340,375","6,115,035"
"2014100000","2014年度","23228","愛知県 岩倉市","","1,047","1,047","1,047","0","0","0","0","7,490,519","4,018,539"
"2014100000","2014年度","23229","愛知県 豊明市","","2,322","2,322","2,209","0","109","109","0","16,063,218","6,533,384"
"2014100000","2014年度","23230","愛知県 日進市","","3,491","3,491","2,822","0","648","648","0","19,567,035","8,939,650"
"2014100000","2014年度","23231","愛知県 田原市","","19,112","19,112","13,737","0","5,364","5,364","0","129,248,637","20,490,475"
"2014100000","2014年度","23232","愛知県 愛西市","","6,670","6,670","6,670","0","0","0","0","43,853,352","9,964,967"
"2014100000","2014年度","23233","愛知県 清須市","","1,735","1,735","1,735","0","0","0","0","11,142,204","7,329,996"
"2014100000","2014年度","23234","愛知県 北名古屋市","","1,837","1,837","1,837","0","0","0","0","13,282,954","7,815,950"
"2014100000","2014年度","23235","愛知県 弥富市","","4,899","4,899","4,890","0","9","9","0","29,867,516","8,443,611"
"2014100000","2014年度","23236","愛知県 みよし市","","3,219","3,219","3,054","0","163","163","0","21,862,943","9,294,447"
"2014100000","2014年度","23237","愛知県 あま市","","2,749","2,749","2,749","0","0","0","0","19,995,210","8,780,576"
"2014100000","2014年度","23238","愛知県 長久手市","","2,155","2,155","1,707","0","438","438","0","11,901,403","5,230,106"
"2014100000","2014年度","23302","愛知県 東郷町","","1,803","1,803","1,666","0","134","134","0","11,812,547","4,295,174"
"2014100000","2014年度","23342","愛知県 豊山町","","618","618","618","0","0","0","0","3,117,338","2,021,790"
"2014100000","2014年度","23361","愛知県 大口町","","1,361","1,361","1,361","0","0","0","0","10,330,020","4,383,650"
"2014100000","2014年度","23362","愛知県 扶桑町","","1,119","1,119","1,119","0","0","0","0","7,948,259","4,220,017"
"2014100000","2014年度","23424","愛知県 大治町","","659","659","659","0","0","0","0","4,358,628","2,671,700"
"2014100000","2014年度","23425","愛知県 蟹江町","","1,109","1,109","1,109","0","0","0","0","6,602,732","3,601,287"
"2014100000","2014年度","23427","愛知県 飛島村","","2,242","2,242","2,242","0","0","0","0","14,075,708","6,640,848"
"2014100000","2014年度","23441","愛知県 阿久比町","","2,380","2,380","2,221","0","152","152","0","17,532,858","4,136,621"
"2014100000","2014年度","23442","愛知県 東浦町","","3,114","3,114","2,950","0","160","160","0","22,575,309","6,891,953"
"2014100000","2014年度","23445","愛知県 南知多町","","3,837","3,837","2,759","0","1,078","1,078","0","26,325,977","3,267,810"
"2014100000","2014年度","23446","愛知県 美浜町","","4,620","4,620","3,473","0","1,146","1,146","0","32,638,239","4,407,562"
"2014100000","2014年度","23447","愛知県 武豊町","","2,592","2,592","2,320","0","249","249","0","19,320,100","9,509,927"
"2014100000","2014年度","23501","愛知県 幸田町","","5,672","5,672","3,235","0","2,425","2,425","0","31,883,741","6,267,844"
"2014100000","2014年度","23561","愛知県 設楽町","","27,394","27,394","2,718","0","24,662","24,623","39","70,823,798","1,399,089"
"2014100000","2014年度","23562","愛知県 東栄町","","12,338","12,338","1,143","0","11,196","11,196","0","31,739,649","933,664"
"2014100000","2014年度","23563","愛知県 豊根村","","15,588","15,588","1,107","0","14,509","14,480","29","28,837,599","317,152"
"2014100000","2014年度","24201","三重県 津市","","71,111","71,111","29,593","0","41,568","41,490","78","375,154,068","49,468,081"
"2014100000","2014年度","24202","三重県 四日市市","","20,644","20,644","17,708","0","2,861","2,861","0","130,018,597","53,215,072"
"2014100000","2014年度","24203","三重県 伊勢市","","20,835","20,835","9,845","0","10,957","10,957","0","97,552,671","19,251,637"
"2014100000","2014年度","24204","三重県 松阪市","","62,364","62,364","19,698","0","42,652","42,652","0","312,104,999","30,560,197"
"2014100000","2014年度","24205","三重県 桑名市","","13,668","13,668","10,465","0","3,110","3,109","1","65,272,144","20,430,250"
"2014100000","2014年度","24207","三重県 鈴鹿市","","19,446","19,446","15,842","0","3,584","3,566","18","127,233,136","33,593,101"
"2014100000","2014年度","24208","三重県 名張市","","12,977","12,977","6,102","0","6,872","6,872","0","66,690,108","12,428,181"
"2014100000","2014年度","24209","三重県 尾鷲市","","19,271","19,271","1,711","0","17,557","17,554","3","53,339,254","3,209,503"
"2014100000","2014年度","24210","三重県 亀山市","","19,104","19,104","6,966","0","12,052","12,052","0","89,872,319","11,737,603"
"2014100000","2014年度","24211","三重県 鳥羽市","","10,734","10,734","3,242","0","7,494","7,494","0","64,787,708","3,661,242"
"2014100000","2014年度","24212","三重県 熊野市","","37,335","37,335","4,596","0","32,776","32,735","41","159,047,332","3,909,171"
"2014100000","2014年度","24214","三重県 いなべ市","","21,983","21,983","9,160","0","12,836","12,836","0","96,919,514","14,367,892"
"2014100000","2014年度","24215","三重県 志摩市","","17,894","17,894","7,458","0","9,110","9,110","0","113,613,776","12,894,081"
"2014100000","2014年度","24216","三重県 伊賀市","","55,823","55,823","21,845","0","34,005","33,972","33","279,451,439","28,434,911"
"2014100000","2014年度","24303","三重県 木曽岬町","","1,574","1,574","1,574","0","0","0","0","6,979,353","1,464,778"
"2014100000","2014年度","24324","三重県 東員町","","2,268","2,268","2,088","0","177","177","0","14,713,860","4,705,777"
"2014100000","2014年度","24341","三重県 菰野町","","10,701","10,701","5,287","0","5,371","5,351","20","49,767,206","8,388,674"
"2014100000","2014年度","24343","三重県 朝日町","","599","599","518","0","81","81","0","4,204,232","1,885,757"
"2014100000","2014年度","24344","三重県 川越町","","873","873","873","0","0","0","0","5,641,316","3,267,482"
"2014100000","2014年度","24441","三重県 多気町","","10,306","10,306","4,387","0","5,915","5,915","0","67,565,940","4,398,920"
"2014100000","2014年度","24442","三重県 明和町","","4,104","4,104","3,736","0","313","304","9","31,328,517","4,842,618"
"2014100000","2014年度","24443","三重県 大台町","","36,286","36,286","2,695","0","33,543","33,534","9","89,199,937","2,495,795"
"2014100000","2014年度","24461","三重県 玉城町","","4,091","4,091","2,803","0","1,266","1,266","0","27,514,618","3,035,091"
"2014100000","2014年度","24470","三重県 度会町","","13,498","13,498","2,076","0","11,411","11,411","0","58,758,853","1,797,389"
"2014100000","2014年度","24471","三重県 大紀町","","23,332","23,332","2,170","0","21,090","21,089","1","64,935,086","1,997,909"
"2014100000","2014年度","24472","三重県 南伊勢町","","24,189","24,189","3,603","0","20,586","20,573","13","121,540,839","2,505,763"
"2014100000","2014年度","24543","三重県 紀北町","","25,653","25,653","3,079","0","22,562","22,522","40","54,767,393","3,146,672"
"2014100000","2014年度","24561","三重県 御浜町","","8,813","8,813","3,109","0","5,704","5,695","9","60,742,377","1,980,974"
"2014100000","2014年度","24562","三重県 紀宝町","","7,962","7,962","1,892","0","6,070","6,068","2","47,961,357","2,087,227"
"2014100000","2014年度","25201","滋賀県 大津市","","46,451","46,451","12,309","8,991","25,009","25,009","0","167,536,003","31,717,502"
"2014100000","2014年度","25202","滋賀県 彦根市","","19,687","19,687","7,270","9,859","2,535","2,535","0","68,334,492","17,278,095"
"2014100000","2014年度","25203","滋賀県 長浜市","","68,102","68,102","16,424","14,314","37,208","37,128","80","228,958,103","25,680,275"
"2014100000","2014年度","25204","滋賀県 近江八幡市","","17,745","17,745","7,986","7,818","1,922","1,922","0","62,736,482","12,447,578"
"2014100000","2014年度","25206","滋賀県 草津市","","6,782","6,782","4,609","1,917","216","216","0","31,324,025","13,904,900"
"2014100000","2014年度","25207","滋賀県 守山市","","5,574","5,574","4,536","1,016","22","22","0","31,510,502","9,672,832"
"2014100000","2014年度","25208","滋賀県 栗東市","","5,269","5,269","2,974","0","2,275","2,275","0","25,222,160","9,050,972"
"2014100000","2014年度","25209","滋賀県 甲賀市","","48,162","48,162","15,707","0","32,371","32,331","40","197,385,136","21,517,384"
"2014100000","2014年度","25210","滋賀県 野洲市","","8,014","8,014","4,804","1,958","1,246","1,246","0","35,313,350","8,174,129"
"2014100000","2014年度","25211","滋賀県 湖南市","","7,040","7,040","3,307","0","3,659","3,659","0","29,145,093","10,657,449"
"2014100000","2014年度","25212","滋賀県 高島市","","69,305","69,305","11,807","18,193","39,303","38,531","772","191,784,642","12,713,241"
"2014100000","2014年度","25213","滋賀県 東近江市","","38,837","38,837","16,331","515","21,833","21,830","3","226,745,079","22,666,800"
"2014100000","2014年度","25214","滋賀県 米原市","","25,039","25,039","6,521","2,732","15,760","15,760","0","99,969,307","9,998,387"
"2014100000","2014年度","25383","滋賀県 日野町","","11,760","11,760","5,534","0","6,124","6,124","0","64,716,509","6,245,677"
"2014100000","2014年度","25384","滋賀県 竜王町","","4,455","4,455","2,862","0","1,502","1,502","0","24,054,643","3,809,220"
"2014100000","2014年度","25425","滋賀県 愛荘町","","3,797","3,797","2,859","0","938","938","0","23,601,574","5,265,288"
"2014100000","2014年度","25441","滋賀県 豊郷町","","780","780","780","0","0","0","0","6,007,755","1,748,341"
"2014100000","2014年度","25442","滋賀県 甲良町","","1,363","1,363","1,188","0","175","175","0","9,111,390","2,001,748"
"2014100000","2014年度","25443","滋賀県 多賀町","","13,577","13,577","1,960","0","11,601","11,601","0","48,546,523","2,803,128"
