"表題：","都道府県・市区町村のすがた（社会・人口統計体系）"
"公開日：","2021年06月21日"

"NA","欠測値"

"","","","","/項目 コード","A1101","","A1301","","A1302","","A1303","","E1101","","E2101","","E3101","","E4101","","I5101","","#A05101","","#A05302","","#A05303","","#F01201","","#F01202","","#F01203",""
"調査年 コード","調査年","地域 コード","地域","/項目","A1101_総人口【人】","注釈","A1301_15歳未満人口【人】","注釈","A1302_15～64歳人口【人】","注釈","A1303_65歳以上人口【人】","注釈","E1101_幼稚園数【園】","注釈","E2101_小学校数【校】","注釈","E3101_中学校数【校】","注釈","E4101_高等学校数【校】","注釈","I5101_病院数【施設】","注釈","#A05101_人口増減率【％】","注釈","#A05302_転入率（日本人移動者）【％】","注釈","#A05303_転出率（日本人移動者）【％】","注釈","#F01201_第1次産業就業者比率【％】","注釈","#F01202_第2次産業就業者比率【％】","注釈","#F01203_第3次産業就業者比率【％】","注釈"
"2015100000","2015年度","03207","岩手県 久慈市","","35,642","","4,505","","20,544","","10,527","","1","","15","","8","","3","","3","","-3.34","","2.58","","3.12","","9.38","","28.32","","62.02",""
"2015100000","2015年度","03208","岩手県 遠野市","","28,062","","3,000","","14,533","","10,471","","4","","11","","3","","2","","2","","-4.33","","2.26","","2.77","","18.42","","30.96","","50.47",""
"2015100000","2015年度","03209","岩手県 一関市","","121,583","","13,750","","67,024","","40,468","","12","","33","","18","","8","","10","","-4.75","","2.01","","2.46","","13.22","","30.10","","55.49",""
"2015100000","2015年度","03210","岩手県 陸前高田市","","19,758","","1,951","","10,472","","7,230","","1","","8","","4","","1","","2","","-15.20","","2.76","","2.83","","11.31","","34.09","","54.37",""
"2015100000","2015年度","03211","岩手県 釜石市","","36,802","","3,649","","19,994","","13,044","","3","","9","","5","","2","","5","","-7.00","","3.12","","3.63","","4.24","","33.07","","62.52",""
"2015100000","2015年度","03213","岩手県 二戸市","","27,611","","3,131","","15,264","","9,171","","1","","8","","4","","3","","1","","-7.04","","2.46","","3.05","","18.75","","26.01","","54.68",""
"2015100000","2015年度","03214","岩手県 八幡平市","","26,355","","2,553","","14,267","","9,528","","1","","10","","4","","1","","2","","-8.11","","1.95","","2.64","","23.27","","25.18","","51.44",""
"2015100000","2015年度","03215","岩手県 奥州市","","119,422","","14,400","","66,315","","38,526","","21","","27","","12","","8","","9","","-4.27","","2.00","","2.33","","14.31","","28.54","","56.01",""
"2015100000","2015年度","03216","岩手県 滝沢市","","55,463","","7,970","","35,312","","11,858","","3","","8","","6","","2","","2","","2.98","","4.14","","4.22","","5.02","","21.89","","71.04",""
"2015100000","2015年度","03301","岩手県 雫石町","","16,981","","1,815","","9,467","","5,691","","1","","10","","1","","1","","2","","-5.83","","2.21","","2.71","","18.18","","19.64","","60.69",""
"2015100000","2015年度","03302","岩手県 葛巻町","","6,344","","509","","3,136","","2,697","","0","","5","","3","","1","","1","","-13.14","","2.10","","3.03","","28.37","","26.28","","45.02",""
"2015100000","2015年度","03303","岩手県 岩手町","","13,692","","1,389","","7,466","","4,832","","1","","7","","4","","1","","0","","-8.62","","2.07","","3.13","","26.92","","26.20","","46.69",""
"2015100000","2015年度","03321","岩手県 紫波町","","32,614","","4,141","","18,866","","9,159","","1","","11","","3","","1","","1","","-2.02","","3.06","","2.91","","14.66","","19.98","","65.16",""
"2015100000","2015年度","03322","岩手県 矢巾町","","27,678","","3,620","","17,453","","6,527","","0","","4","","2","","1","","2","","1.74","","4.43","","3.76","","8.89","","16.76","","73.97",""
"2015100000","2015年度","03366","岩手県 西和賀町","","5,880","","459","","2,661","","2,760","","0","","2","","2","","1","","1","","-10.94","","1.73","","3.04","","22.12","","23.09","","54.69",""
"2015100000","2015年度","03381","岩手県 金ケ崎町","","15,895","","2,030","","9,362","","4,500","","4","","5","","1","","1","","0","","-2.63","","3.47","","3.76","","16.78","","33.35","","46.85",""
"2015100000","2015年度","03402","岩手県 平泉町","","7,868","","898","","4,222","","2,746","","1","","2","","1","","0","","0","","-5.72","","2.48","","2.97","","14.33","","28.76","","56.76",""
"2015100000","2015年度","03441","岩手県 住田町","","5,720","","482","","2,871","","2,365","","0","","2","","2","","1","","0","","-7.59","","2.20","","3.25","","19.75","","33.23","","46.95",""
"2015100000","2015年度","03461","岩手県 大槌町","","11,759","","1,193","","6,555","","4,009","","2","","2","","2","","1","","0","","-23.02","","3.16","","3.65","","6.17","","38.52","","54.78",""
"2015100000","2015年度","03482","岩手県 山田町","","15,826","","1,655","","8,568","","5,603","","2","","9","","2","","1","","0","","-14.99","","2.50","","3.44","","12.67","","32.42","","54.65",""
"2015100000","2015年度","03483","岩手県 岩泉町","","9,841","","946","","4,891","","4,004","","0","","13","","5","","1","","1","","-8.91","","2.42","","3.22","","25.50","","23.34","","51.16",""
"2015100000","2015年度","03484","岩手県 田野畑村","","3,466","","385","","1,789","","1,292","","0","","1","","1","","0","","0","","-9.81","","2.25","","2.39","","24.40","","26.75","","48.79",""
"2015100000","2015年度","03485","岩手県 普代村","","2,795","","275","","1,478","","1,042","","0","","1","","1","","0","","0","","-9.49","","1.72","","2.68","","19.40","","32.20","","48.12",""
"2015100000","2015年度","03501","岩手県 軽米町","","9,333","","931","","5,004","","3,398","","1","","3","","1","","1","","1","","-8.58","","1.78","","2.61","","27.33","","27.31","","45.32",""
"2015100000","2015年度","03503","岩手県 野田村","","4,149","","434","","2,261","","1,452","","0","","1","","1","","1","","0","","-10.43","","2.68","","3.37","","15.01","","30.21","","54.63",""
"2015100000","2015年度","03506","岩手県 九戸村","","5,865","","625","","2,962","","2,278","","1","","5","","1","","1","","0","","-9.87","","1.60","","2.17","","32.26","","24.35","","43.25",""
"2015100000","2015年度","03507","岩手県 洋野町","","16,693","","1,781","","8,953","","5,959","","1","","8","","4","","2","","1","","-6.81","","2.07","","2.90","","20.13","","30.18","","49.61",""
"2015100000","2015年度","03524","岩手県 一戸町","","12,919","","1,211","","6,879","","4,829","","1","","7","","4","","1","","1","","-8.94","","2.23","","3.00","","20.40","","25.48","","53.93",""
"2015100000","2015年度","04101","宮城県 仙台市 青葉区","","310,183","","34,108","","201,756","","66,000","","23","","34","","21","","12","","24","","6.43","","6.33","","6.06","","0.46","","13.64","","82.51",""
"2015100000","2015年度","04102","宮城県 仙台市 宮城野区","","194,825","","24,068","","119,324","","38,249","","20","","21","","11","","6","","11","","2.28","","7.06","","7.17","","0.72","","16.19","","80.20",""
"2015100000","2015年度","04103","宮城県 仙台市 若林区","","133,498","","15,378","","82,670","","28,215","","14","","16","","8","","5","","4","","0.90","","6.95","","6.38","","1.18","","18.14","","78.26",""
"2015100000","2015年度","04104","宮城県 仙台市 太白区","","226,855","","28,991","","140,306","","52,659","","18","","29","","14","","5","","12","","2.84","","5.65","","5.40","","1.01","","17.03","","80.02",""
"2015100000","2015年度","04105","宮城県 仙台市 泉区","","216,798","","26,764","","130,817","","49,237","","19","","30","","18","","7","","8","","2.66","","4.95","","5.29","","0.76","","17.03","","80.03",""
"2015100000","2015年度","04202","宮城県 石巻市","","147,214","","16,911","","85,018","","44,248","","14","","36","","20","","8","","7","","-8.46","","2.59","","2.86","","7.66","","29.16","","61.22",""
"2015100000","2015年度","04203","宮城県 塩竈市","","54,187","","5,775","","31,268","","16,872","","6","","7","","5","","1","","4","","-4.08","","3.25","","3.48","","1.02","","24.83","","72.67",""
"2015100000","2015年度","04205","宮城県 気仙沼市","","64,988","","6,579","","35,264","","22,709","","11","","17","","12","","5","","6","","-11.57","","2.19","","2.76","","7.10","","26.25","","64.69",""
"2015100000","2015年度","04206","宮城県 白石市","","35,272","","3,872","","20,006","","11,200","","3","","15","","7","","2","","3","","-5.75","","2.29","","3.04","","6.67","","33.79","","59.21",""
"2015100000","2015年度","04207","宮城県 名取市","","76,668","","11,966","","48,392","","15,895","","9","","11","","5","","2","","4","","4.83","","5.66","","4.47","","3.44","","22.24","","72.34",""
"2015100000","2015年度","04208","宮城県 角田市","","30,180","","3,516","","17,099","","9,483","","5","","8","","3","","1","","3","","-3.69","","2.83","","3.03","","7.63","","38.37","","51.76",""
"2015100000","2015年度","04209","宮城県 多賀城市","","62,096","","8,769","","39,634","","13,691","","8","","6","","4","","2","","1","","-1.53","","6.16","","6.50","","1.11","","20.50","","74.82",""
"2015100000","2015年度","04211","宮城県 岩沼市","","44,678","","6,445","","27,590","","10,410","","4","","4","","4","","1","","5","","1.11","","5.07","","4.62","","2.34","","27.38","","68.20",""
"2015100000","2015年度","04212","宮城県 登米市","","81,959","","9,726","","46,668","","25,315","","17","","22","","10","","3","","6","","-2.39","","2.05","","2.44","","12.42","","28.97","","52.73",""
"2015100000","2015年度","04213","宮城県 栗原市","","69,906","","7,255","","36,888","","25,064","","14","","14","","9","","4","","5","","-6.71","","1.85","","2.21","","14.36","","27.32","","55.77",""
"2015100000","2015年度","04214","宮城県 東松島市","","39,503","","5,366","","23,680","","10,328","","4","","9","","3","","2","","2","","-7.92","","4.17","","3.79","","7.78","","26.13","","65.77",""
"2015100000","2015年度","04215","宮城県 大崎市","","133,391","","17,120","","79,834","","35,915","","27","","30","","13","","9","","15","","-1.30","","2.81","","3.03","","8.20","","29.40","","60.21",""
"2015100000","2015年度","04216","宮城県 富谷市","","51,591","","9,625","","32,749","","9,088","","5","","8","","5","","1","","3","","9.67","","4.30","","3.69","","1.13","","22.90","","75.12",""
"2015100000","2015年度","04301","宮城県 蔵王町","","12,316","","1,400","","6,820","","4,093","","3","","5","","3","","1","","1","","-4.39","","3.01","","3.30","","13.66","","30.53","","54.40",""
"2015100000","2015年度","04302","宮城県 七ヶ宿町","","1,461","","100","","687","","674","","0","","1","","1","","2","","0","","-13.75","","3.15","","4.18","","20.59","","24.51","","54.90",""
"2015100000","2015年度","04321","宮城県 大河原町","","23,798","","3,284","","14,419","","5,969","","1","","3","","2","","2","","1","","1.14","","4.07","","4.32","","2.61","","32.38","","63.91",""
"2015100000","2015年度","04322","宮城県 村田町","","11,501","","1,260","","6,689","","3,527","","2","","2","","2","","1","","0","","-4.12","","2.75","","3.22","","8.77","","35.54","","55.36",""
"2015100000","2015年度","04323","宮城県 柴田町","","39,525","","4,803","","24,410","","10,201","","5","","6","","3","","1","","2","","0.47","","4.25","","4.10","","2.42","","33.59","","63.87",""
"2015100000","2015年度","04324","宮城県 川崎町","","9,167","","898","","5,185","","3,083","","1","","4","","2","","1","","2","","-8.13","","2.00","","3.12","","10.24","","32.39","","57.27",""
"2015100000","2015年度","04341","宮城県 丸森町","","13,972","","1,364","","7,368","","5,228","","0","","9","","1","","1","","1","","-9.86","","1.80","","2.74","","12.83","","40.45","","46.03",""
"2015100000","2015年度","04361","宮城県 亘理町","","33,589","","4,224","","19,906","","9,361","","2","","6","","4","","1","","0","","-3.60","","3.52","","3.13","","7.22","","31.39","","60.23",""
"2015100000","2015年度","04362","宮城県 山元町","","12,315","","1,141","","6,653","","4,509","","2","","4","","2","","0","","1","","-26.28","","3.49","","4.21","","9.12","","34.75","","54.40",""
"2015100000","2015年度","04401","宮城県 松島町","","14,421","","1,375","","7,957","","5,083","","3","","3","","1","","1","","1","","-4.40","","3.35","","3.07","","5.21","","21.48","","72.82",""
"2015100000","2015年度","04404","宮城県 七ヶ浜町","","18,652","","2,263","","11,420","","4,969","","3","","3","","2","","0","","0","","-8.64","","3.24","","3.67","","2.96","","26.84","","69.57",""
"2015100000","2015年度","04406","宮城県 利府町","","35,835","","5,528","","22,740","","7,258","","4","","6","","3","","1","","2","","5.42","","4.09","","4.22","","1.90","","22.84","","74.00",""
"2015100000","2015年度","04421","宮城県 大和町","","28,244","","4,274","","17,602","","5,952","","2","","7","","2","","1","","1","","13.46","","6.47","","4.82","","4.78","","30.75","","62.68",""
"2015100000","2015年度","04422","宮城県 大郷町","","8,370","","962","","4,670","","2,738","","1","","1","","1","","0","","0","","-6.24","","1.97","","2.76","","11.98","","27.64","","60.28",""
"2015100000","2015年度","04424","宮城県 大衡村","","5,703","","807","","3,225","","1,489","","0","","1","","1","","0","","0","","6.92","","4.23","","2.96","","12.57","","32.97","","51.71",""
"2015100000","2015年度","04444","宮城県 色麻町","","7,238","","927","","4,132","","2,179","","1","","1","","1","","1","","1","","-2.60","","3.00","","2.72","","19.21","","34.28","","46.43",""
"2015100000","2015年度","04445","宮城県 加美町","","23,743","","2,696","","13,200","","7,837","","3","","9","","3","","1","","0","","-6.99","","1.94","","3.08","","14.30","","34.17","","49.14",""
"2015100000","2015年度","04501","宮城県 涌谷町","","16,701","","1,814","","9,526","","5,358","","4","","4","","1","","1","","3","","-4.53","","2.74","","3.08","","13.72","","31.46","","54.65",""
"2015100000","2015年度","04505","宮城県 美里町","","24,852","","2,820","","14,142","","7,890","","3","","6","","3","","2","","2","","-1.34","","3.26","","2.74","","11.35","","26.72","","61.75",""
"2015100000","2015年度","04581","宮城県 女川町","","6,334","","554","","3,653","","2,126","","0","","1","","1","","0","","0","","-36.98","","3.05","","6.63","","10.83","","39.99","","49.00",""
"2015100000","2015年度","04606","宮城県 南三陸町","","12,370","","1,275","","6,955","","4,138","","1","","5","","2","","1","","0","","-29.03","","2.26","","4.44","","21.09","","31.29","","43.56",""
"2015100000","2015年度","05201","秋田県 秋田市","","315,814","","34,916","","186,207","","88,713","","18","","46","","26","","14","","23","","-2.41","","2.80","","2.99","","2.06","","16.04","","78.49",""
"2015100000","2015年度","05202","秋田県 能代市","","54,730","","5,058","","28,184","","20,248","","1","","12","","7","","5","","6","","-7.37","","2.18","","2.53","","8.50","","23.02","","66.65",""
"2015100000","2015年度","05203","秋田県 横手市","","92,197","","9,805","","49,769","","32,319","","4","","19","","8","","6","","4","","-6.27","","1.75","","2.29","","16.18","","24.80","","58.65",""
"2015100000","2015年度","05204","秋田県 大館市","","74,175","","7,647","","39,755","","26,549","","3","","17","","9","","5","","7","","-6.04","","2.05","","2.45","","6.92","","27.85","","63.99",""
"2015100000","2015年度","05206","秋田県 男鹿市","","28,375","","2,206","","14,492","","11,664","","2","","7","","4","","2","","1","","-12.14","","1.84","","2.66","","13.61","","22.95","","62.35",""
"2015100000","2015年度","05207","秋田県 湯沢市","","46,613","","4,507","","25,403","","16,650","","2","","11","","6","","4","","3","","-8.33","","1.74","","2.42","","12.43","","32.08","","55.13",""
"2015100000","2015年度","05209","秋田県 鹿角市","","32,038","","3,439","","16,752","","11,793","","2","","9","","5","","2","","3","","-7.06","","1.86","","2.45","","13.01","","27.18","","59.44",""
"2015100000","2015年度","05210","秋田県 由利本荘市","","79,927","","8,551","","44,556","","26,427","","4","","15","","10","","5","","6","","-6.22","","1.65","","2.26","","11.13","","30.55","","57.33",""
"2015100000","2015年度","05211","秋田県 潟上市","","33,083","","3,720","","18,997","","10,340","","2","","6","","3","","1","","2","","-3.95","","2.90","","2.71","","6.02","","26.26","","65.44",""
"2015100000","2015年度","05212","秋田県 大仙市","","82,783","","8,725","","45,364","","28,659","","2","","21","","11","","6","","6","","-6.25","","2.00","","2.41","","13.77","","25.58","","59.77",""
"2015100000","2015年度","05213","秋田県 北秋田市","","33,224","","2,932","","16,723","","13,457","","0","","11","","5","","1","","2","","-8.69","","1.65","","2.32","","11.58","","27.58","","60.68",""
"2015100000","2015年度","05214","秋田県 にかほ市","","25,324","","2,805","","13,790","","8,706","","1","","6","","3","","1","","2","","-8.06","","1.65","","2.54","","10.12","","39.23","","50.25",""
"2015100000","2015年度","05215","秋田県 仙北市","","27,523","","2,740","","14,187","","10,563","","2","","7","","5","","1","","2","","-6.92","","1.63","","2.24","","13.92","","24.93","","59.96",""
"2015100000","2015年度","05303","秋田県 小坂町","","5,339","","477","","2,631","","2,225","","0","","1","","1","","1","","0","","-11.81","","2.00","","3.18","","8.34","","29.75","","61.83",""
"2015100000","2015年度","05327","秋田県 上小阿仁村","","2,381","","141","","1,081","","1,159","","0","","1","","1","","0","","0","","-12.69","","1.89","","2.18","","15.83","","28.33","","55.73",""
"2015100000","2015年度","05346","秋田県 藤里町","","3,359","","269","","1,625","","1,465","","1","","1","","1","","0","","0","","-12.71","","1.85","","2.53","","12.82","","25.90","","60.96",""
"2015100000","2015年度","05348","秋田県 三種町","","17,078","","1,453","","8,857","","6,766","","1","","6","","3","","0","","1","","-9.53","","1.68","","2.35","","19.85","","25.28","","53.43",""
"2015100000","2015年度","05349","秋田県 八峰町","","7,309","","590","","3,673","","3,046","","0","","3","","2","","0","","0","","-11.08","","1.56","","2.65","","20.56","","25.09","","51.94",""
"2015100000","2015年度","05361","秋田県 五城目町","","9,463","","756","","4,752","","3,953","","0","","1","","1","","1","","0","","-10.01","","2.10","","2.80","","12.36","","26.08","","60.96",""
"2015100000","2015年度","05363","秋田県 八郎潟町","","6,080","","566","","3,222","","2,266","","1","","1","","1","","0","","1","","-8.20","","2.15","","3.44","","11.11","","22.16","","65.11",""
"2015100000","2015年度","05366","秋田県 井川町","","4,986","","461","","2,649","","1,875","","0","","1","","1","","0","","0","","-9.23","","1.89","","2.77","","13.51","","27.77","","58.18",""
"2015100000","2015年度","05368","秋田県 大潟村","","3,110","","429","","1,719","","961","","1","","1","","1","","0","","0","","-3.36","","3.86","","4.95","","77.02","","1.54","","21.39",""
"2015100000","2015年度","05434","秋田県 美郷町","","20,279","","2,094","","11,024","","7,161","","0","","3","","1","","1","","0","","-6.44","","1.88","","2.29","","16.96","","30.12","","52.64",""
"2015100000","2015年度","05463","秋田県 羽後町","","15,319","","1,489","","8,432","","5,384","","0","","6","","3","","1","","1","","-8.77","","1.35","","2.34","","17.61","","33.29","","49.02",""
"2015100000","2015年度","05464","秋田県 東成瀬村","","2,610","","265","","1,393","","952","","0","","1","","1","","0","","0","","-9.12","","1.65","","2.18","","14.95","","33.46","","51.59",""
"2015100000","2015年度","06201","山形県 山形市","","253,832","","31,869","","151,271","","68,745","","21","","37","","16","","14","","17","","-0.16","","3.15","","3.24","","3.47","","19.72","","73.16",""
"2015100000","2015年度","06202","山形県 米沢市","","85,953","","10,561","","50,637","","24,322","","10","","25","","10","","6","","5","","-3.86","","2.40","","2.98","","3.78","","34.32","","58.87",""
"2015100000","2015年度","06203","山形県 鶴岡市","","129,652","","15,347","","72,430","","41,303","","7","","35","","11","","9","","7","","-5.10","","1.91","","2.29","","9.40","","28.48","","60.31",""
"2015100000","2015年度","06204","山形県 酒田市","","106,244","","12,168","","59,168","","34,518","","6","","26","","8","","5","","6","","-4.41","","1.98","","2.49","","8.33","","25.14","","62.40",""
"2015100000","2015年度","06205","山形県 新庄市","","36,894","","4,659","","21,136","","11,034","","5","","7","","5","","4","","3","","-5.03","","2.88","","3.61","","9.65","","27.58","","60.36",""
"2015100000","2015年度","06206","山形県 寒河江市","","41,256","","5,409","","23,570","","12,226","","3","","10","","3","","2","","2","","-2.64","","2.48","","2.79","","10.18","","32.60","","55.31",""
"2015100000","2015年度","06207","山形県 上山市","","31,569","","3,224","","17,162","","11,118","","1","","5","","3","","1","","3","","-6.70","","2.04","","2.59","","10.87","","24.66","","63.77",""
"2015100000","2015年度","06208","山形県 村山市","","24,684","","2,675","","13,374","","8,628","","1","","7","","2","","2","","0","","-7.93","","1.74","","2.81","","14.39","","37.09","","48.29",""
"2015100000","2015年度","06209","山形県 長井市","","27,757","","3,311","","15,285","","9,119","","1","","6","","2","","2","","2","","-5.82","","2.14","","2.55","","7.23","","37.47","","53.05",""
"2015100000","2015年度","06210","山形県 天童市","","62,194","","8,195","","36,602","","17,146","","6","","12","","4","","2","","4","","-0.03","","3.19","","2.95","","10.35","","29.54","","58.64",""
"2015100000","2015年度","06211","山形県 東根市","","47,768","","6,809","","28,470","","12,482","","2","","9","","5","","0","","2","","2.92","","4.12","","3.94","","12.04","","31.48","","54.57",""
"2015100000","2015年度","06212","山形県 尾花沢市","","16,953","","1,846","","8,877","","6,229","","1","","7","","3","","1","","1","","-10.56","","1.75","","2.70","","22.16","","31.42","","46.31",""
"2015100000","2015年度","06213","山形県 南陽市","","32,285","","3,911","","18,290","","10,031","","2","","8","","3","","1","","2","","-4.08","","2.11","","2.87","","10.33","","32.69","","56.70",""
"2015100000","2015年度","06301","山形県 山辺町","","14,369","","1,703","","7,818","","4,381","","2","","4","","2","","1","","0","","-5.09","","2.45","","2.78","","6.05","","30.63","","58.99",""
"2015100000","2015年度","06302","山形県 中山町","","11,363","","1,293","","6,500","","3,570","","1","","2","","1","","0","","0","","-5.43","","2.30","","2.51","","11.17","","30.39","","57.82",""
"2015100000","2015年度","06321","山形県 河北町","","18,952","","2,234","","10,350","","6,359","","4","","6","","1","","1","","2","","-5.05","","2.09","","2.50","","11.63","","35.01","","52.40",""
"2015100000","2015年度","06322","山形県 西川町","","5,636","","550","","2,829","","2,257","","0","","1","","1","","0","","1","","-10.11","","1.19","","2.38","","10.27","","33.16","","56.49",""
"2015100000","2015年度","06323","山形県 朝日町","","7,119","","695","","3,618","","2,806","","0","","3","","1","","0","","1","","-9.38","","2.05","","3.13","","25.57","","29.36","","44.75",""
"2015100000","2015年度","06324","山形県 大江町","","8,472","","912","","4,520","","3,040","","1","","3","","2","","1","","0","","-8.18","","2.09","","2.29","","14.76","","33.99","","51.20",""
"2015100000","2015年度","06341","山形県 大石田町","","7,357","","814","","3,985","","2,557","","0","","3","","1","","0","","0","","-9.84","","1.81","","2.68","","14.54","","36.20","","48.98",""
"2015100000","2015年度","06361","山形県 金山町","","5,829","","704","","3,249","","1,876","","0","","3","","1","","1","","0","","-8.42","","1.82","","2.93","","17.84","","35.21","","46.85",""
"2015100000","2015年度","06362","山形県 最上町","","8,902","","988","","4,831","","3,083","","2","","6","","1","","1","","1","","-9.60","","1.48","","2.61","","17.69","","35.37","","46.77",""
"2015100000","2015年度","06363","山形県 舟形町","","5,631","","596","","2,985","","2,050","","0","","1","","1","","0","","0","","-8.65","","2.11","","2.66","","19.07","","30.18","","50.39",""
"2015100000","2015年度","06364","山形県 真室川町","","8,137","","842","","4,301","","2,993","","0","","3","","1","","1","","1","","-11.22","","1.50","","2.38","","18.99","","31.52","","49.29",""
"2015100000","2015年度","06365","山形県 大蔵村","","3,412","","415","","1,825","","1,172","","0","","1","","1","","0","","0","","-9.30","","1.82","","3.02","","21.64","","28.89","","49.46",""
"2015100000","2015年度","06366","山形県 鮭川村","","4,317","","442","","2,336","","1,539","","0","","1","","1","","0","","0","","-11.21","","2.06","","2.80","","26.55","","27.90","","42.52",""
"2015100000","2015年度","06367","山形県 戸沢村","","4,773","","455","","2,636","","1,682","","0","","1","","1","","0","","0","","-10.01","","2.39","","2.89","","15.24","","35.72","","47.20",""
"2015100000","2015年度","06381","山形県 高畠町","","23,882","","3,101","","13,579","","7,187","","1","","6","","4","","1","","1","","-4.57","","1.99","","2.41","","14.65","","36.18","","48.78",""
"2015100000","2015年度","06382","山形県 川西町","","15,751","","1,749","","8,663","","5,339","","3","","8","","1","","1","","2","","-9.02","","1.59","","2.58","","17.00","","33.26","","49.32",""
"2015100000","2015年度","06401","山形県 小国町","","7,868","","866","","4,106","","2,896","","0","","2","","2","","2","","1","","-11.22","","1.84","","3.24","","8.39","","41.64","","49.73",""
"2015100000","2015年度","06402","山形県 白鷹町","","14,175","","1,651","","7,620","","4,882","","0","","4","","1","","1","","1","","-7.44","","1.69","","2.16","","10.36","","38.85","","50.76",""
"2015100000","2015年度","06403","山形県 飯豊町","","7,304","","840","","3,929","","2,535","","2","","4","","1","","0","","0","","-8.04","","1.85","","2.56","","17.20","","34.48","","48.13",""
"2015100000","2015年度","06426","山形県 三川町","","7,728","","1,008","","4,124","","2,555","","1","","3","","1","","0","","1","","-0.04","","2.89","","2.50","","15.81","","28.77","","55.29",""
"2015100000","2015年度","06428","山形県 庄内町","","21,666","","2,518","","11,742","","7,404","","5","","5","","2","","1","","1","","-6.44","","2.08","","2.40","","12.86","","29.59","","56.55",""
"2015100000","2015年度","06461","山形県 遊佐町","","14,207","","1,400","","7,518","","5,289","","0","","5","","1","","1","","1","","-8.22","","1.90","","2.09","","16.03","","27.05","","56.38",""
"2015100000","2015年度","07201","福島県 福島市","","294,247","","34,412","","175,079","","80,252","","42","","53","","23","","15","","21","","0.57","","3.37","","3.10","","4.02","","23.01","","68.68",""
"2015100000","2015年度","07202","福島県 会津若松市","","124,062","","15,681","","72,042","","34,914","","14","","20","","13","","9","","8","","-1.71","","2.78","","3.16","","5.35","","24.69","","67.35",""
"2015100000","2015年度","07203","福島県 郡山市","","335,444","","41,865","","204,785","","81,853","","33","","62","","29","","14","","22","","-0.96","","3.48","","3.22","","2.92","","23.54","","65.88",""
"2015100000","2015年度","07204","福島県 いわき市","","350,237","","42,404","","204,962","","98,323","","55","","68","","42","","20","","26","","2.33","","2.02","","2.13","","2.53","","30.54","","62.00",""
"2015100000","2015年度","07205","福島県 白河市","","61,913","","8,071","","37,135","","16,151","","10","","15","","8","","4","","2","","-4.31","","3.05","","3.38","","6.39","","36.43","","53.89",""
"2015100000","2015年度","07207","福島県 須賀川市","","77,441","","10,476","","46,938","","19,590","","9","","17","","10","","4","","7","","-2.30","","2.67","","2.70","","8.99","","30.60","","56.25",""
"2015100000","2015年度","07208","福島県 喜多方市","","49,377","","5,619","","25,951","","16,674","","14","","17","","7","","4","","6","","-5.69","","2.18","","2.57","","12.96","","30.42","","55.76",""
"2015100000","2015年度","07209","福島県 相馬市","","38,556","","4,893","","22,428","","10,736","","10","","10","","5","","2","","2","","1.95","","3.49","","3.23","","6.62","","35.22","","54.19",""
"2015100000","2015年度","07210","福島県 二本松市","","58,162","","6,570","","33,974","","17,526","","13","","16","","7","","3","","3","","-2.85","","2.31","","2.76","","8.34","","35.80","","53.67",""
"2015100000","2015年度","07211","福島県 田村市","","38,503","","4,279","","22,033","","11,907","","10","","16","","7","","1","","1","","-4.75","","1.95","","2.68","","13.07","","38.25","","47.96",""
"2015100000","2015年度","07212","福島県 南相馬市","","57,797","","4,885","","33,379","","18,452","","16","","15","","6","","4","","6","","-18.46","","3.68","","4.03","","4.26","","41.37","","52.73",""
"2015100000","2015年度","07213","福島県 伊達市","","62,400","","6,712","","35,350","","20,234","","13","","21","","6","","3","","3","","-5.49","","2.16","","2.52","","12.67","","30.60","","54.13",""
"2015100000","2015年度","07214","福島県 本宮市","","30,924","","4,160","","18,654","","8,104","","6","","7","","3","","1","","2","","-1.79","","3.08","","2.91","","5.99","","33.73","","58.30",""
"2015100000","2015年度","07301","福島県 桑折町","","12,271","","1,353","","6,640","","4,269","","4","","4","","1","","0","","0","","-4.53","","3.00","","2.80","","13.29","","28.86","","57.58",""
"2015100000","2015年度","07303","福島県 国見町","","9,512","","953","","5,117","","3,425","","1","","1","","1","","0","","1","","-5.69","","1.94","","2.67","","16.64","","27.22","","55.60",""
"2015100000","2015年度","07308","福島県 川俣町","","14,452","","1,327","","7,819","","5,249","","5","","6","","2","","1","","1","","-7.17","","2.24","","3.01","","4.99","","42.49","","50.72",""
"2015100000","2015年度","07322","福島県 大玉村","","8,679","","1,202","","5,205","","2,216","","2","","2","","1","","0","","0","","1.22","","3.10","","2.78","","12.34","","33.52","","53.85",""
"2015100000","2015年度","07342","福島県 鏡石町","","12,486","","1,809","","7,537","","3,140","","2","","2","","1","","1","","0","","-2.57","","3.59","","3.52","","8.88","","37.33","","53.36",""
"2015100000","2015年度","07344","福島県 天栄村","","5,611","","651","","3,272","","1,684","","1","","4","","2","","0","","0","","-10.81","","2.48","","3.40","","13.74","","34.70","","49.42",""
"2015100000","2015年度","07362","福島県 下郷町","","5,800","","597","","2,875","","2,328","","0","","3","","1","","0","","0","","-10.23","","3.07","","2.90","","19.72","","25.20","","51.99",""
"2015100000","2015年度","07364","福島県 檜枝岐村","","615","","75","","339","","201","","0","","1","","1","","0","","0","","-3.30","","2.76","","5.04","","2.36","","4.20","","92.91",""
