"表題：","都道府県・市区町村のすがた（社会・人口統計体系）"
"公開日：","2021年06月21日"

"NA","欠測値"

"","","","","/項目 コード","A1101","","A1301","","A1302","","A1303","","E1101","","E2101","","E3101","","E4101","","I5101","","#A05101","","#A05302","","#A05303","","#F01201","","#F01202","","#F01203",""
"調査年 コード","調査年","地域 コード","地域","/項目","A1101_総人口【人】","注釈","A1301_15歳未満人口【人】","注釈","A1302_15～64歳人口【人】","注釈","A1303_65歳以上人口【人】","注釈","E1101_幼稚園数【園】","注釈","E2101_小学校数【校】","注釈","E3101_中学校数【校】","注釈","E4101_高等学校数【校】","注釈","I5101_病院数【施設】","注釈","#A05101_人口増減率【％】","注釈","#A05302_転入率（日本人移動者）【％】","注釈","#A05303_転出率（日本人移動者）【％】","注釈","#F01201_第1次産業就業者比率【％】","注釈","#F01202_第2次産業就業者比率【％】","注釈","#F01203_第3次産業就業者比率【％】","注釈"
"2015100000","2015年度","35502","山口県 阿武町","","3,463","","305","","1,550","","1,608","","0","","2","","2","","1","","0","","-7.48","","2.92","","2.92","","26.58","","21.78","","51.40",""
"2015100000","2015年度","36201","徳島県 徳島市","","258,554","","29,732","","151,895","","69,378","","33","","34","","19","","13","","47","","-2.27","","3.10","","3.10","","3.64","","18.70","","71.96",""
"2015100000","2015年度","36202","徳島県 鳴門市","","59,101","","6,600","","33,763","","18,448","","18","","17","","6","","2","","7","","-3.92","","2.69","","3.12","","9.90","","24.67","","62.54",""
"2015100000","2015年度","36203","徳島県 小松島市","","38,755","","4,456","","22,238","","11,934","","11","","11","","3","","2","","7","","-4.58","","2.90","","3.52","","8.13","","22.98","","66.59",""
"2015100000","2015年度","36204","徳島県 阿南市","","73,019","","9,365","","41,090","","22,250","","13","","26","","11","","5","","7","","-4.00","","2.35","","2.61","","9.73","","29.99","","59.08",""
"2015100000","2015年度","36205","徳島県 吉野川市","","41,466","","4,434","","22,486","","14,336","","14","","17","","6","","2","","4","","-5.80","","2.23","","2.83","","6.90","","24.68","","64.65",""
"2015100000","2015年度","36206","徳島県 阿波市","","37,202","","4,134","","20,593","","12,427","","7","","11","","4","","2","","3","","-5.21","","2.01","","2.47","","19.37","","25.28","","54.28",""
"2015100000","2015年度","36207","徳島県 美馬市","","30,501","","3,084","","16,526","","10,796","","12","","13","","7","","2","","7","","-6.10","","2.05","","2.56","","9.61","","28.65","","60.92",""
"2015100000","2015年度","36208","徳島県 三好市","","26,836","","2,326","","13,500","","10,992","","14","","20","","6","","3","","5","","-10.40","","2.14","","3.23","","6.88","","25.17","","65.17",""
"2015100000","2015年度","36301","徳島県 勝浦町","","5,301","","504","","2,696","","2,101","","0","","2","","1","","1","","1","","-8.05","","1.74","","2.79","","27.73","","21.99","","49.96",""
"2015100000","2015年度","36302","徳島県 上勝町","","1,545","","111","","593","","841","","0","","1","","1","","0","","0","","-13.35","","3.30","","3.75","","46.59","","14.01","","39.28",""
"2015100000","2015年度","36321","徳島県 佐那河内村","","2,289","","194","","1,107","","988","","0","","1","","1","","0","","0","","-11.55","","1.92","","3.28","","40.21","","18.25","","40.95",""
"2015100000","2015年度","36341","徳島県 石井町","","25,590","","3,232","","14,463","","7,670","","6","","6","","2","","1","","2","","-1.40","","3.05","","3.12","","9.56","","21.82","","67.21",""
"2015100000","2015年度","36342","徳島県 神山町","","5,300","","300","","2,378","","2,622","","0","","2","","2","","1","","0","","-12.22","","1.92","","2.55","","32.25","","18.41","","49.08",""
"2015100000","2015年度","36368","徳島県 那賀町","","8,402","","698","","3,731","","3,914","","0","","7","","4","","1","","1","","-9.83","","1.51","","3.27","","18.96","","27.88","","52.87",""
"2015100000","2015年度","36383","徳島県 牟岐町","","4,259","","336","","1,880","","2,043","","0","","1","","1","","0","","1","","-11.75","","2.37","","3.50","","14.26","","19.52","","66.00",""
"2015100000","2015年度","36387","徳島県 美波町","","7,092","","579","","3,305","","3,208","","0","","5","","4","","0","","3","","-8.67","","2.09","","2.83","","15.88","","19.67","","63.33",""
"2015100000","2015年度","36388","徳島県 海陽町","","9,283","","818","","4,451","","3,987","","1","","3","","2","","1","","1","","-11.13","","2.12","","3.23","","16.46","","25.58","","57.74",""
"2015100000","2015年度","36401","徳島県 松茂町","","15,204","","2,100","","9,388","","3,568","","4","","3","","1","","0","","3","","0.89","","5.51","","6.07","","8.62","","26.85","","63.20",""
"2015100000","2015年度","36402","徳島県 北島町","","22,446","","3,392","","13,480","","5,385","","3","","3","","1","","0","","3","","3.64","","4.84","","4.22","","2.49","","27.04","","67.01",""
"2015100000","2015年度","36403","徳島県 藍住町","","34,626","","5,361","","21,445","","7,591","","4","","4","","2","","0","","2","","3.86","","4.32","","3.91","","4.60","","27.40","","66.51",""
"2015100000","2015年度","36404","徳島県 板野町","","13,358","","1,451","","7,851","","4,019","","4","","4","","1","","1","","2","","-6.20","","2.70","","3.23","","10.86","","25.07","","61.83",""
"2015100000","2015年度","36405","徳島県 上板町","","12,039","","1,344","","6,777","","3,778","","4","","4","","1","","0","","1","","-5.41","","2.25","","2.97","","14.47","","23.84","","59.46",""
"2015100000","2015年度","36468","徳島県 つるぎ町","","8,927","","749","","4,308","","3,869","","7","","7","","4","","1","","3","","-14.90","","1.84","","3.05","","9.05","","30.24","","60.14",""
"2015100000","2015年度","36489","徳島県 東みよし町","","14,638","","1,730","","8,115","","4,769","","6","","7","","2","","0","","3","","-2.70","","2.38","","3.03","","8.43","","26.25","","64.16",""
"2015100000","2015年度","37201","香川県 高松市","","420,748","","55,082","","240,958","","109,369","","50","","51","","28","","14","","35","","0.31","","3.22","","3.13","","2.66","","19.63","","73.99",""
"2015100000","2015年度","37202","香川県 丸亀市","","110,010","","15,054","","63,441","","29,572","","11","","18","","10","","5","","12","","-0.42","","3.42","","3.28","","3.78","","29.57","","63.01",""
"2015100000","2015年度","37203","香川県 坂出市","","53,164","","6,264","","28,511","","18,133","","12","","13","","7","","4","","6","","-4.42","","2.82","","3.21","","5.04","","27.07","","64.87",""
"2015100000","2015年度","37204","香川県 善通寺市","","32,927","","4,215","","19,074","","9,497","","9","","8","","2","","2","","3","","-2.63","","5.60","","5.59","","6.06","","23.24","","68.78",""
"2015100000","2015年度","37205","香川県 観音寺市","","59,409","","7,162","","32,838","","18,983","","7","","10","","5","","3","","6","","-5.23","","2.34","","2.64","","10.04","","31.28","","54.54",""
"2015100000","2015年度","37206","香川県 さぬき市","","50,272","","5,405","","27,539","","17,044","","10","","9","","3","","4","","2","","-5.15","","2.15","","2.48","","7.82","","27.00","","63.78",""
"2015100000","2015年度","37207","香川県 東かがわ市","","31,031","","2,983","","15,752","","12,244","","5","","6","","3","","1","","3","","-7.71","","1.50","","2.30","","8.73","","35.98","","53.46",""
"2015100000","2015年度","37208","香川県 三豊市","","65,524","","7,754","","35,192","","22,441","","19","","24","","7","","3","","7","","-4.36","","2.12","","2.37","","11.83","","31.78","","54.55",""
"2015100000","2015年度","37322","香川県 土庄町","","14,002","","1,372","","7,292","","5,337","","6","","2","","2","","1","","1","","-7.41","","2.41","","3.20","","6.97","","26.01","","66.89",""
"2015100000","2015年度","37324","香川県 小豆島町","","14,862","","1,351","","7,375","","6,136","","6","","4","","1","","1","","3","","-7.99","","2.51","","2.76","","5.47","","32.92","","61.16",""
"2015100000","2015年度","37341","香川県 三木町","","27,684","","3,452","","15,697","","7,817","","7","","4","","1","","1","","3","","-2.74","","2.91","","3.19","","6.54","","24.03","","67.57",""
"2015100000","2015年度","37364","香川県 直島町","","3,139","","313","","1,750","","1,073","","1","","1","","1","","0","","0","","-5.59","","5.48","","4.71","","5.56","","35.37","","56.17",""
"2015100000","2015年度","37386","香川県 宇多津町","","18,952","","3,069","","11,986","","3,627","","3","","2","","1","","0","","1","","2.81","","6.28","","5.60","","1.20","","31.31","","64.58",""
"2015100000","2015年度","37387","香川県 綾川町","","23,610","","2,777","","13,014","","7,808","","2","","5","","2","","1","","2","","-4.12","","2.58","","2.41","","9.92","","23.86","","64.47",""
"2015100000","2015年度","37403","香川県 琴平町","","9,186","","926","","4,675","","3,564","","2","","3","","1","","1","","2","","-7.84","","3.39","","3.74","","6.09","","22.40","","70.31",""
"2015100000","2015年度","37404","香川県 多度津町","","23,366","","2,908","","13,138","","7,132","","4","","4","","1","","1","","4","","-0.56","","3.51","","3.40","","4.48","","33.84","","58.40",""
"2015100000","2015年度","37406","香川県 まんのう町","","18,377","","2,237","","9,612","","6,519","","4","","6","","2","","0","","1","","-3.72","","2.35","","2.54","","12.83","","28.30","","57.30",""
"2015100000","2015年度","38201","愛媛県 松山市","","514,865","","64,925","","303,024","","128,658","","46","","60","","32","","16","","43","","-0.46","","2.99","","2.93","","2.97","","17.34","","72.17",""
"2015100000","2015年度","38202","愛媛県 今治市","","158,114","","18,816","","86,057","","52,636","","14","","26","","16","","9","","30","","-5.05","","2.02","","2.41","","5.72","","31.09","","60.58",""
"2015100000","2015年度","38203","愛媛県 宇和島市","","77,465","","8,483","","40,680","","28,072","","15","","31","","6","","5","","7","","-8.01","","2.28","","2.95","","17.98","","14.02","","63.77",""
"2015100000","2015年度","38204","愛媛県 八幡浜市","","34,951","","3,558","","18,209","","13,058","","6","","12","","7","","3","","6","","-8.91","","2.15","","3.19","","20.93","","18.40","","59.42",""
"2015100000","2015年度","38205","愛媛県 新居浜市","","119,903","","15,812","","66,679","","36,715","","12","","17","","12","","5","","12","","-1.50","","2.40","","2.73","","1.31","","30.90","","62.33",""
"2015100000","2015年度","38206","愛媛県 西条市","","108,174","","13,857","","60,473","","32,793","","15","","26","","10","","5","","10","","-3.49","","2.35","","2.68","","7.46","","31.69","","58.24",""
"2015100000","2015年度","38207","愛媛県 大洲市","","44,086","","5,370","","23,586","","14,715","","8","","14","","10","","6","","6","","-6.51","","2.37","","3.39","","11.64","","21.41","","63.30",""
"2015100000","2015年度","38210","愛媛県 伊予市","","36,827","","4,609","","20,602","","11,556","","5","","9","","4","","1","","1","","-3.13","","2.85","","3.06","","14.42","","24.94","","57.96",""
"2015100000","2015年度","38213","愛媛県 四国中央市","","87,413","","10,741","","49,719","","26,123","","7","","19","","7","","3","","9","","-3.08","","2.08","","2.50","","3.91","","37.39","","53.31",""
"2015100000","2015年度","38214","愛媛県 西予市","","38,919","","4,199","","18,830","","15,867","","4","","16","","5","","3","","3","","-7.51","","2.12","","2.70","","21.04","","17.48","","60.87",""
"2015100000","2015年度","38215","愛媛県 東温市","","34,613","","4,393","","20,446","","9,526","","5","","7","","2","","1","","4","","-1.82","","3.49","","3.95","","8.33","","17.80","","71.40",""
"2015100000","2015年度","38356","愛媛県 上島町","","7,135","","548","","3,554","","3,026","","0","","5","","4","","1","","0","","-6.71","","4.56","","4.13","","8.87","","35.53","","55.33",""
"2015100000","2015年度","38386","愛媛県 久万高原町","","8,447","","728","","3,712","","3,984","","9","","9","","2","","1","","1","","-12.41","","2.86","","3.78","","29.78","","14.60","","54.99",""
"2015100000","2015年度","38401","愛媛県 松前町","","30,064","","4,007","","17,301","","8,703","","3","","3","","3","","1","","2","","-0.97","","3.61","","3.75","","5.60","","26.26","","66.21",""
"2015100000","2015年度","38402","愛媛県 砥部町","","21,239","","2,671","","12,161","","6,323","","4","","6","","1","","1","","1","","-3.38","","3.29","","3.77","","9.09","","22.09","","66.07",""
"2015100000","2015年度","38422","愛媛県 内子町","","16,742","","1,904","","8,422","","6,352","","4","","7","","4","","2","","1","","-7.22","","2.17","","2.59","","20.62","","23.15","","53.91",""
"2015100000","2015年度","38442","愛媛県 伊方町","","9,626","","839","","4,637","","4,150","","0","","6","","3","","1","","0","","-11.54","","1.67","","3.05","","32.74","","17.55","","49.63",""
"2015100000","2015年度","38484","愛媛県 松野町","","4,072","","354","","1,984","","1,726","","0","","3","","1","","0","","0","","-6.97","","2.85","","3.12","","15.82","","18.22","","63.35",""
"2015100000","2015年度","38488","愛媛県 鬼北町","","10,705","","1,159","","5,027","","4,516","","0","","6","","2","","1","","2","","-7.98","","2.71","","2.73","","16.39","","19.63","","61.48",""
"2015100000","2015年度","38506","愛媛県 愛南町","","21,902","","2,137","","11,008","","8,687","","1","","14","","5","","1","","4","","-8.97","","1.78","","2.84","","20.91","","14.29","","64.00",""
"2015100000","2015年度","39201","高知県 高知市","","337,190","","42,364","","197,306","","91,788","","20","","43","","27","","17","","64","","-1.81","","2.64","","2.80","","2.93","","15.12","","76.42",""
"2015100000","2015年度","39202","高知県 室戸市","","13,524","","1,024","","6,362","","6,129","","0","","8","","5","","1","","3","","-11.08","","2.37","","3.34","","20.00","","17.36","","62.15",""
"2015100000","2015年度","39203","高知県 安芸市","","17,577","","1,811","","9,127","","6,574","","1","","12","","6","","2","","2","","-10.08","","2.30","","3.37","","26.95","","13.14","","56.71",""
"2015100000","2015年度","39204","高知県 南国市","","47,982","","6,061","","27,501","","14,107","","3","","14","","6","","4","","9","","-3.01","","4.02","","4.04","","12.13","","17.30","","68.34",""
"2015100000","2015年度","39205","高知県 土佐市","","27,038","","3,048","","14,625","","9,347","","1","","10","","3","","2","","3","","-5.74","","2.72","","3.03","","19.68","","18.83","","61.19",""
"2015100000","2015年度","39206","高知県 須崎市","","22,606","","2,280","","12,096","","8,184","","1","","8","","6","","3","","4","","-8.47","","3.11","","3.78","","19.46","","17.83","","59.10",""
"2015100000","2015年度","39208","高知県 宿毛市","","20,907","","2,396","","11,215","","7,265","","1","","9","","6","","2","","5","","-7.53","","2.68","","3.28","","14.59","","18.47","","66.57",""
"2015100000","2015年度","39209","高知県 土佐清水市","","13,778","","1,147","","6,294","","6,337","","1","","11","","5","","1","","4","","-14.04","","2.21","","3.23","","14.71","","17.92","","67.28",""
"2015100000","2015年度","39210","高知県 四万十市","","34,313","","4,052","","18,391","","11,716","","1","","26","","14","","3","","9","","-4.51","","3.28","","3.77","","11.41","","15.64","","70.94",""
"2015100000","2015年度","39211","高知県 香南市","","32,961","","4,365","","18,375","","10,132","","4","","8","","4","","1","","2","","-2.57","","3.92","","3.96","","17.13","","15.81","","64.91",""
"2015100000","2015年度","39212","高知県 香美市","","27,513","","2,673","","14,539","","10,111","","2","","8","","4","","1","","4","","-4.36","","2.91","","2.98","","18.38","","16.90","","63.19",""
"2015100000","2015年度","39301","高知県 東洋町","","2,584","","190","","1,233","","1,160","","0","","2","","2","","0","","0","","-12.32","","2.67","","3.44","","26.52","","18.78","","54.21",""
"2015100000","2015年度","39302","高知県 奈半利町","","3,326","","310","","1,584","","1,427","","0","","2","","1","","0","","0","","-6.10","","3.10","","3.61","","18.67","","17.02","","62.66",""
"2015100000","2015年度","39303","高知県 田野町","","2,733","","259","","1,386","","1,088","","1","","1","","1","","1","","1","","-6.79","","4.24","","4.13","","19.43","","18.41","","61.23",""
"2015100000","2015年度","39304","高知県 安田町","","2,631","","203","","1,277","","1,151","","0","","1","","1","","0","","0","","-11.41","","1.48","","2.51","","37.09","","13.44","","49.17",""
"2015100000","2015年度","39305","高知県 北川村","","1,294","","140","","604","","550","","0","","1","","1","","0","","0","","-5.34","","4.10","","2.94","","35.50","","16.72","","47.63",""
"2015100000","2015年度","39306","高知県 馬路村","","823","","90","","409","","324","","0","","2","","2","","0","","0","","-18.76","","4.25","","3.77","","19.76","","25.78","","53.98",""
"2015100000","2015年度","39307","高知県 芸西村","","3,858","","428","","1,940","","1,488","","1","","1","","1","","0","","1","","-4.69","","2.41","","2.72","","40.48","","10.82","","48.24",""
"2015100000","2015年度","39341","高知県 本山町","","3,573","","321","","1,715","","1,537","","0","","2","","1","","1","","1","","-12.92","","3.69","","4.59","","21.12","","16.18","","62.41",""
"2015100000","2015年度","39344","高知県 大豊町","","3,962","","188","","1,559","","2,215","","0","","2","","1","","0","","1","","-16.04","","2.95","","3.81","","36.39","","19.39","","44.21",""
"2015100000","2015年度","39363","高知県 土佐町","","3,997","","382","","1,823","","1,792","","0","","1","","1","","0","","1","","-8.28","","3.75","","3.18","","24.85","","17.56","","56.33",""
"2015100000","2015年度","39364","高知県 大川村","","396","","41","","184","","171","","0","","1","","1","","0","","0","","-3.65","","7.83","","6.57","","29.28","","12.71","","58.01",""
"2015100000","2015年度","39386","高知県 いの町","","22,767","","2,257","","12,326","","8,105","","8","","17","","7","","2","","5","","-9.16","","2.50","","3.79","","7.73","","20.66","","69.66",""
"2015100000","2015年度","39387","高知県 仁淀川町","","5,551","","387","","2,170","","2,994","","0","","3","","2","","0","","1","","-14.60","","2.76","","3.64","","11.66","","32.03","","52.63",""
"2015100000","2015年度","39401","高知県 中土佐町","","6,840","","626","","3,273","","2,941","","0","","5","","3","","0","","1","","-9.81","","2.57","","2.70","","19.34","","20.12","","59.02",""
"2015100000","2015年度","39402","高知県 佐川町","","13,114","","1,510","","6,657","","4,947","","0","","4","","3","","1","","2","","-6.00","","3.14","","3.68","","14.15","","19.85","","64.88",""
"2015100000","2015年度","39403","高知県 越知町","","5,795","","506","","2,659","","2,629","","1","","2","","1","","0","","4","","-9.08","","3.52","","2.83","","14.19","","23.15","","62.36",""
"2015100000","2015年度","39405","高知県 檮原町","","3,608","","346","","1,735","","1,527","","0","","1","","1","","1","","1","","-9.44","","4.91","","3.24","","27.68","","24.00","","48.32",""
"2015100000","2015年度","39410","高知県 日高村","","5,030","","472","","2,582","","1,976","","0","","3","","2","","0","","0","","-7.66","","2.80","","3.44","","11.04","","22.12","","61.08",""
"2015100000","2015年度","39411","高知県 津野町","","5,794","","641","","2,747","","2,406","","0","","3","","2","","0","","0","","-9.57","","2.16","","3.12","","20.87","","27.08","","52.02",""
"2015100000","2015年度","39412","高知県 四万十町","","17,325","","1,739","","8,224","","7,323","","0","","16","","6","","2","","2","","-7.52","","2.51","","2.93","","31.82","","16.20","","51.63",""
"2015100000","2015年度","39424","高知県 大月町","","5,095","","446","","2,409","","2,240","","1","","1","","1","","0","","1","","-11.90","","2.26","","3.51","","30.45","","14.64","","54.73",""
"2015100000","2015年度","39427","高知県 三原村","","1,574","","145","","716","","713","","0","","1","","1","","0","","0","","-6.37","","2.86","","2.10","","19.02","","23.92","","56.91",""
"2015100000","2015年度","39428","高知県 黒潮町","","11,217","","1,036","","5,562","","4,618","","0","","11","","2","","1","","0","","-9.29","","2.42","","3.11","","23.01","","18.56","","58.16",""
"2015100000","2015年度","40101","福岡県 北九州市 門司区","","99,637","","11,224","","52,241","","35,060","","13","","19","","9","","5","","11","","-4.63","","2.79","","3.31","","0.71","","20.54","","74.92",""
"2015100000","2015年度","40103","福岡県 北九州市 若松区","","82,844","","10,733","","47,023","","24,896","","12","","14","","6","","3","","5","","-2.73","","3.62","","3.91","","2.10","","28.72","","67.19",""
"2015100000","2015年度","40105","福岡県 北九州市 戸畑区","","59,116","","6,903","","34,441","","17,531","","5","","9","","5","","5","","4","","-4.01","","5.09","","4.79","","0.27","","24.85","","70.27",""
"2015100000","2015年度","40106","福岡県 北九州市 小倉北区","","181,878","","19,394","","104,914","","50,075","","19","","23","","13","","8","","21","","-0.03","","5.62","","5.87","","0.39","","18.54","","74.75",""
"2015100000","2015年度","40107","福岡県 北九州市 小倉南区","","212,850","","29,924","","126,427","","55,703","","21","","27","","15","","5","","19","","-0.90","","4.19","","4.60","","1.16","","23.29","","69.99",""
"2015100000","2015年度","40108","福岡県 北九州市 八幡東区","","68,844","","7,586","","37,416","","23,612","","11","","11","","8","","2","","7","","-4.12","","4.45","","5.01","","0.30","","24.72","","72.06",""
"2015100000","2015年度","40109","福岡県 北九州市 八幡西区","","256,117","","33,684","","146,935","","70,243","","24","","32","","16","","10","","23","","-0.38","","3.65","","3.96","","0.53","","26.55","","70.59",""
"2015100000","2015年度","40131","福岡県 福岡市 東区","","306,015","","43,380","","196,831","","62,089","","22","","29","","16","","8","","23","","4.73","","5.99","","5.40","","0.48","","14.74","","77.37",""
"2015100000","2015年度","40132","福岡県 福岡市 博多区","","228,441","","21,491","","151,343","","42,134","","12","","18","","12","","5","","16","","7.49","","10.11","","9.06","","0.23","","15.02","","75.91",""
"2015100000","2015年度","40133","福岡県 福岡市 中央区","","192,688","","19,531","","133,279","","33,581","","16","","14","","10","","6","","18","","7.99","","9.78","","9.13","","0.16","","8.94","","80.32",""
"2015100000","2015年度","40134","福岡県 福岡市 南区","","255,797","","34,626","","163,562","","55,430","","25","","26","","13","","8","","17","","3.52","","6.33","","5.77","","0.37","","15.52","","76.98",""
"2015100000","2015年度","40135","福岡県 福岡市 西区","","206,868","","31,405","","129,439","","44,772","","17","","23","","14","","6","","20","","7.03","","5.93","","5.44","","2.07","","14.69","","76.99",""
"2015100000","2015年度","40136","福岡県 福岡市 城南区","","130,995","","16,837","","84,258","","28,215","","14","","11","","6","","3","","9","","1.82","","6.24","","6.22","","0.32","","12.44","","79.94",""
"2015100000","2015年度","40137","福岡県 福岡市 早良区","","217,877","","32,653","","137,689","","46,110","","23","","26","","11","","5","","13","","2.99","","6.29","","5.85","","0.78","","13.86","","78.36",""
"2015100000","2015年度","40202","福岡県 大牟田市","","117,360","","12,726","","62,270","","40,542","","13","","21","","11","","7","","24","","-5.08","","2.48","","2.95","","2.06","","24.76","","69.06",""
"2015100000","2015年度","40203","福岡県 久留米市","","304,552","","41,133","","179,398","","76,256","","25","","47","","20","","12","","34","","0.71","","3.76","","3.61","","5.49","","19.35","","69.79",""
"2015100000","2015年度","40204","福岡県 直方市","","57,146","","7,455","","31,585","","17,941","","8","","11","","4","","4","","6","","-0.94","","3.56","","3.66","","1.77","","27.45","","64.90",""
"2015100000","2015年度","40205","福岡県 飯塚市","","129,146","","16,338","","74,512","","37,210","","10","","23","","12","","4","","13","","-1.78","","3.37","","3.56","","2.20","","22.13","","72.42",""
"2015100000","2015年度","40206","福岡県 田川市","","48,441","","6,278","","26,553","","15,480","","2","","9","","8","","4","","7","","-4.28","","3.71","","3.92","","1.59","","22.90","","71.90",""
"2015100000","2015年度","40207","福岡県 柳川市","","67,777","","8,345","","38,542","","20,815","","7","","19","","6","","3","","7","","-5.04","","2.24","","3.01","","10.61","","24.49","","61.88",""
"2015100000","2015年度","40210","福岡県 八女市","","64,408","","7,604","","35,223","","21,451","","5","","15","","11","","4","","8","","-6.73","","2.28","","3.12","","20.05","","21.92","","55.67",""
"2015100000","2015年度","40211","福岡県 筑後市","","48,339","","7,120","","28,679","","12,456","","2","","12","","3","","2","","2","","-0.36","","3.96","","3.95","","7.30","","24.88","","64.14",""
"2015100000","2015年度","40212","福岡県 大川市","","34,838","","3,668","","19,579","","11,456","","6","","8","","4","","1","","2","","-6.97","","2.72","","3.26","","6.99","","29.89","","60.16",""
"2015100000","2015年度","40213","福岡県 行橋市","","70,586","","9,592","","41,059","","19,770","","6","","11","","6","","2","","6","","0.17","","3.56","","3.60","","2.87","","31.23","","63.43",""
"2015100000","2015年度","40214","福岡県 豊前市","","25,940","","3,087","","13,609","","8,964","","1","","10","","4","","1","","2","","-4.04","","2.63","","3.28","","6.22","","31.07","","60.28",""
"2015100000","2015年度","40215","福岡県 中間市","","41,796","","4,616","","22,489","","14,585","","8","","6","","4","","2","","2","","-5.46","","3.60","","3.88","","0.89","","30.18","","66.15",""
"2015100000","2015年度","40216","福岡県 小郡市","","57,983","","8,286","","34,489","","15,089","","5","","9","","5","","2","","8","","-0.88","","4.13","","4.24","","3.83","","16.50","","76.27",""
"2015100000","2015年度","40217","福岡県 筑紫野市","","101,081","","14,927","","62,860","","23,028","","8","","11","","5","","4","","10","","0.91","","5.03","","5.02","","1.46","","17.46","","76.95",""
"2015100000","2015年度","40218","福岡県 春日市","","110,743","","17,497","","70,196","","21,576","","9","","12","","6","","1","","5","","3.71","","6.19","","5.91","","0.29","","16.73","","78.34",""
"2015100000","2015年度","40219","福岡県 大野城市","","99,525","","15,767","","63,103","","20,226","","9","","10","","5","","1","","7","","4.67","","5.81","","5.98","","0.34","","18.18","","76.04",""
"2015100000","2015年度","40220","福岡県 宗像市","","96,516","","13,057","","57,512","","25,527","","9","","15","","8","","2","","8","","1.06","","3.96","","4.02","","3.26","","20.28","","71.73",""
"2015100000","2015年度","40221","福岡県 太宰府市","","72,168","","10,549","","42,658","","18,632","","5","","8","","5","","4","","4","","2.39","","5.58","","5.36","","0.75","","16.75","","78.10",""
"2015100000","2015年度","40223","福岡県 古賀市","","57,959","","8,266","","35,455","","14,123","","4","","8","","3","","2","","5","","0.07","","4.82","","4.97","","2.10","","25.02","","69.56",""
"2015100000","2015年度","40224","福岡県 福津市","","58,781","","8,402","","33,451","","16,917","","6","","7","","3","","2","","6","","6.04","","5.73","","3.76","","3.22","","19.36","","74.17",""
"2015100000","2015年度","40225","福岡県 うきは市","","29,509","","3,823","","16,272","","9,414","","1","","10","","2","","1","","3","","-6.74","","2.49","","3.29","","15.49","","26.60","","57.63",""
"2015100000","2015年度","40226","福岡県 宮若市","","28,112","","3,452","","15,289","","9,312","","6","","9","","2","","1","","4","","-6.55","","3.37","","3.91","","5.31","","28.46","","60.75",""
"2015100000","2015年度","40227","福岡県 嘉麻市","","38,743","","4,416","","20,479","","13,828","","6","","8","","5","","2","","8","","-9.03","","2.57","","3.44","","5.82","","26.14","","65.90",""
"2015100000","2015年度","40228","福岡県 朝倉市","","52,444","","6,307","","28,952","","16,607","","5","","14","","6","","3","","5","","-6.94","","2.83","","3.64","","14.08","","23.87","","56.04",""
"2015100000","2015年度","40229","福岡県 みやま市","","38,139","","4,336","","20,503","","13,270","","3","","15","","4","","1","","2","","-6.37","","2.36","","2.87","","16.40","","24.20","","56.43",""
"2015100000","2015年度","40230","福岡県 糸島市","","96,475","","13,109","","57,101","","25,900","","8","","17","","7","","2","","8","","-1.99","","3.87","","3.62","","8.59","","17.37","","69.96",""
"2015100000","2015年度","40231","福岡県 那珂川市","","50,004","","8,669","","31,085","","10,129","","5","","8","","4","","1","","1","","0.45","","4.93","","5.13","","1.66","","21.40","","71.46",""
"2015100000","2015年度","40341","福岡県 宇美町","","37,927","","5,529","","23,538","","8,845","","3","","5","","3","","1","","3","","-1.72","","3.87","","4.36","","0.73","","25.09","","72.77",""
"2015100000","2015年度","40342","福岡県 篠栗町","","31,210","","4,971","","19,029","","7,165","","4","","4","","2","","0","","4","","-0.34","","4.85","","4.78","","0.97","","17.79","","79.38",""
"2015100000","2015年度","40343","福岡県 志免町","","45,256","","7,687","","27,569","","9,947","","4","","4","","2","","0","","5","","3.88","","4.90","","5.89","","0.57","","20.52","","75.04",""
"2015100000","2015年度","40344","福岡県 須恵町","","27,263","","4,423","","15,705","","7,066","","2","","3","","2","","1","","2","","4.68","","5.21","","4.33","","1.00","","25.41","","71.92",""
"2015100000","2015年度","40345","福岡県 新宮町","","30,344","","6,280","","19,050","","4,969","","4","","4","","2","","1","","2","","22.95","","8.85","","4.93","","2.24","","19.53","","74.78",""
"2015100000","2015年度","40348","福岡県 久山町","","8,225","","1,302","","4,623","","2,283","","2","","2","","1","","0","","1","","-1.77","","4.52","","4.13","","4.38","","20.72","","74.17",""
"2015100000","2015年度","40349","福岡県 粕屋町","","45,360","","8,503","","29,125","","7,641","","4","","4","","2","","1","","4","","8.01","","7.17","","6.77","","1.16","","20.78","","77.00",""
"2015100000","2015年度","40381","福岡県 芦屋町","","14,208","","1,935","","8,164","","4,108","","2","","3","","1","","0","","1","","-7.55","","6.78","","8.19","","3.06","","21.85","","71.00",""
"2015100000","2015年度","40382","福岡県 水巻町","","28,997","","3,460","","16,731","","8,754","","3","","5","","2","","0","","3","","-3.41","","4.22","","4.71","","1.01","","28.87","","66.09",""
"2015100000","2015年度","40383","福岡県 岡垣町","","31,580","","4,347","","17,401","","9,821","","3","","5","","2","","0","","2","","-1.68","","3.49","","3.36","","3.50","","24.29","","69.05",""
"2015100000","2015年度","40384","福岡県 遠賀町","","18,877","","2,426","","10,650","","5,798","","1","","3","","2","","1","","4","","-1.48","","4.05","","4.12","","3.25","","26.06","","67.08",""
